Entity,Code,Year,cephalopods__00002766__production__005511__tonnes,molluscs__other__00002767__production__005511__tonnes,crustaceans__00002765__production__005511__tonnes,marine_fish__other__00002764__production__005511__tonnes,demersal_fish__00002762__production__005511__tonnes,pelagic_fish__00002763__production__005511__tonnes,freshwater_fish__00002761__production__005511__tonnes
Southern Asia (FAO),,1988,61680,2260,311890,593090,794290,963400,2197480
Southern Asia (FAO),,1989,85530,2030,317220,742820,888910,1173310,2279740
Southern Asia (FAO),,1990,35180,2030,354600,660940,887790,1227660,2502720
Southern Asia (FAO),,1991,61800,4740,419090,699860,1022370,1191170,2651680
Southern Asia (FAO),,1992,79510,3710,413190,721320,1106410,1292260,2745420
Southern Asia (FAO),,1993,79020,1530,496090,866000,1110580,1236940,2997150
Southern Asia (FAO),,1994,103390,3620,600860,863710,1159730,1198780,3138300
Southern Asia (FAO),,1995,111830,3350,512729.97,909110,1120530,1226080,3422840
Southern Asia (FAO),,1996,92910,16000,535770,725170,1300590,1402570,3651590
Southern Asia (FAO),,1997,135530,5360,528000,683290,1449040,1424420,3888180
Southern Asia (FAO),,1998,106850,3340,595710,669040,1254300,1411010,4103700.2
Southern Asia (FAO),,1999,108340,3960,610950,659550,1427430,1402690,4500400
Southern Asia (FAO),,2000,111780,4360,642700,721080,1342120,1415920,4530690
Southern Asia (FAO),,2001,69360,4610,655750,896620,1283350,1393750,4816890
Southern Asia (FAO),,2002,99300,3000,731280,1057840,1315000,1418030,4665950
Southern Asia (FAO),,2003,100390,5470,761880,1080380,1228440,1527500,4822070
Southern Asia (FAO),,2004,81940,13900,758610,917150,1243200,1586720,5248360
Southern Asia (FAO),,2005,86370,12390,780980,905010,1236790,1509260,5822110
Southern Asia (FAO),,2006,90170,18250,777660,973540,1280100,1672680,6237620
Southern Asia (FAO),,2007,83460,26870,788940,729990,1389280,1746080,6274890
Southern Asia (FAO),,2008,79740,33020,857830,915830,1408360,1819710,7056730
Southern Asia (FAO),,2009,75580,32710,859090,1007980,1394620,1807140,7250420
Southern Asia (FAO),,2010,122000,75000,840000,988000,1344000,1895000,8062000
Southern Asia (FAO),,2011,101000,92000,1060000,776000,1355000,2032000,7621000
Southern Asia (FAO),,2012,112000,113000,1134000,793000,1496000,2131000,8644000
Southern Asia (FAO),,2013,96000,139000,1140000,713000,1526000,2207000,8893000
Southern Asia (FAO),,2014,195000,163000,1216000,524000,1403000,2840000,9347000
Southern Asia (FAO),,2015,231000,121000,1311000,554000,1447000,2607000,9930000
Southern Asia (FAO),,2016,250000,108000,1380000,500000,1721000,2619000,10656000
Southern Asia (FAO),,2017,274000,127000,1564000,484000,1775000,2853000,11410000
Southern Asia (FAO),,2018,246000,160000,1597000,581000,1624000,2721000,12592000
Southern Asia (FAO),,2019,246000,141000,1656000,619000,1831000,2522000,13423000
Southern Asia (FAO),,2020,183000,135000,1682000,647000,1227000,2363000,13993000
Southern Asia (FAO),,2021,178000,130000,1884000,787000,1275000,2414000,14677000
Southern Asia (FAO),,2022,178000,130000,1884000,787000,1275000,2414000,14677000
Southern Europe (FAO),,1961,61900,46440,33500,214000,703260,724310,47670
Southern Europe (FAO),,1962,66500,103700,31600,175850,766330,689560,47180
Southern Europe (FAO),,1963,71200,108470,29600,174100,813290,680300,50440
Southern Europe (FAO),,1964,80800,133480,34000,215700,837180,779190,57530
Southern Europe (FAO),,1965,100300,134890,35500,228600,924280,803710,57080
Southern Europe (FAO),,1966,94200,133430,32500,249700,978680,713640,60520
Southern Europe (FAO),,1967,102300,138760,39600,257299.98,1092090,718880,61480
Southern Europe (FAO),,1968,136200,161670,42000,271500,1135450,684810,58900
Southern Europe (FAO),,1969,119500,203390,46200,297800,1007550,674070,62410
Southern Europe (FAO),,1970,115600,261650,59260,300350,1022780,741260,71500
Southern Europe (FAO),,1971,118420,262760,65160.004,258120,974060,771030,70980
Southern Europe (FAO),,1972,198910,254780,64910.004,251730,1015250,740890,71730
Southern Europe (FAO),,1973,207110,250530,73540,339930,904170,804560,74910
Southern Europe (FAO),,1974,224560,278880,67180,266420,930940,798440,80310
Southern Europe (FAO),,1975,205440,290850,79060,271260,860180,799520,81010
Southern Europe (FAO),,1976,174500,304190,69460,275470,791780,891060,84670
Southern Europe (FAO),,1977,159230,285250,64769.996,296730,658860,880840,88530
Southern Europe (FAO),,1978,185560,302040,63160,374150,536080,868870,89780
Southern Europe (FAO),,1979,153480,283840,47360,274900,539080,855450,95450
Southern Europe (FAO),,1980,180950,299860,54100,267290,541640,868430,106300
Southern Europe (FAO),,1981,188840,329270,50490,198500,573530,904130,107460
Southern Europe (FAO),,1982,157700,346870,47620,299100,586230,891860,105560
Southern Europe (FAO),,1983,202020,364890,48210,176280,595260,903050,99010
Southern Europe (FAO),,1984,143300,383760,56730,228760,640450,958820,99950
Southern Europe (FAO),,1985,140340,395740,81670,225050,695960,953530,100540
Southern Europe (FAO),,1986,182780,408120,65089.996,167440,798270,953600,105150
Southern Europe (FAO),,1987,185830,429650,74660,136780,807140,963380,108420
Southern Europe (FAO),,1988,162360,443710,79740,161940,756100,1005990,109800
Southern Europe (FAO),,1989,201640,387250,66660,159410,707040,981580,118060
Southern Europe (FAO),,1990,174420,365350,75420,169050,564850,928550,118970
Southern Europe (FAO),,1991,185150,416030,75530,150800,568060,891610,104230
Southern Europe (FAO),,1992,195960,375660,64910.004,148880,581750,856540,107330
Southern Europe (FAO),,1993,164690,322620,60110,159970,576180,914170,106830
Southern Europe (FAO),,1994,178850,358310,57780,142110,603010,914850,112610
Southern Europe (FAO),,1995,181380,452520,58270,160280,552500,983660,113480
Southern Europe (FAO),,1996,174390,442510,67890,147100,542110,973970,110990
Southern Europe (FAO),,1997,134730,447020,76940,117130,608630,946420,119580
Southern Europe (FAO),,1998,155500,536920,72110,143820,564240,930430,119470
Southern Europe (FAO),,1999,142230,554250,62150,93760,591910,893840,113960
Southern Europe (FAO),,2000,117890,543010,60920,88790,584050,808600,114720
Southern Europe (FAO),,2001,131880,542070,64160.004,73080,644690,785760,118800
Southern Europe (FAO),,2002,81940,459000,48380,69120,510600,756310,110060
Southern Europe (FAO),,2003,76050,474770,48610,56200,582080,759810,113510
Southern Europe (FAO),,2004,71480,437240,41190,42980,526140,774060,103050
Southern Europe (FAO),,2005,89550,376450,55140,57680,563890,809060,98830
Southern Europe (FAO),,2006,94940,443060,56790,63630,587500,928220,102220
Southern Europe (FAO),,2007,99980,422450,54170,64420,573110,805080,110210
Southern Europe (FAO),,2008,93250,359110,48240,86110,603850,792300,107890
Southern Europe (FAO),,2009,92730,387890,50360,97290,660540,736920,105670
Southern Europe (FAO),,2010,88000,364000,47000,118000,668000,749000,104000
Southern Europe (FAO),,2011,85000,390000,48000,77000,665000,812000,101000
Southern Europe (FAO),,2012,94000,356000,40000,32000,663000,747000,96000
Southern Europe (FAO),,2013,98000,319000,41000,39000,650000,800000,93000
Southern Europe (FAO),,2014,101000,387000,46000,40000,696000,810000,88000
Southern Europe (FAO),,2015,83000,398000,45000,52000,638000,804000,91000
Southern Europe (FAO),,2016,65000,392000,47000,11000,657000,806000,95000
Southern Europe (FAO),,2017,73000,414000,50000,11000,661000,834000,92000
Southern Europe (FAO),,2018,69000,450000,52000,9000,631000,862000,85000
Southern Europe (FAO),,2019,60000,394000,47000,7000,654000,794000,93000
Southern Europe (FAO),,2020,59000,393000,47000,10000,658000,761000,92000
Southern Europe (FAO),,2021,61000,389000,47000,7000,664000,778000,95000
Southern Europe (FAO),,2022,61000,389000,47000,7000,664000,778000,95000
Spain,ESP,1961,30400,20700,19500,124700,385210,367080,9600
Spain,ESP,1962,37000,77200,19000,83400,438310,359810,10600
Spain,ESP,1963,42500,83000,17800,66400,472920,342150,11700
Spain,ESP,1964,43100,91100,18200,71000,499800,371390,12600
Spain,ESP,1965,54800,98500,17900,71500,584310,399790,12200
Spain,ESP,1966,51600,96400,15900,77100,631800,356080,12200
Spain,ESP,1967,60100,94100,23200,76500,701440,356600,12300
Spain,ESP,1968,94200,115800,25000,97400,761610,358160,12400
Spain,ESP,1969,81700,152700,28400,113300,668580,374300,13000
Spain,ESP,1970,74650,210120,39130,132820,693090,387950,14400
Spain,ESP,1971,77820,199770,45020,91980,645710,426340,16299.999
Spain,ESP,1972,145060,201880,41660,85150,696350,379640,13600
Spain,ESP,1973,156600,211060,49450,164710,556070,437270,13500
Spain,ESP,1974,169350,220370,43410,132210,575040,436480,14800
Spain,ESP,1975,159070,199460,54900,160940,548210,461530,14170
Spain,ESP,1976,126810,205690,45250,162710,486670,554400,17680
Spain,ESP,1977,105490,220770,40080,182610,417520,541520,18370
Spain,ESP,1978,136620,239450,39300,242820,340990,523800,19170
Spain,ESP,1979,103530,207480,23880,161690,346050,486200,24470
Spain,ESP,1980,115390,211840,27690,161110,325210,495370,32369.998
Spain,ESP,1981,133420,225990,24110,102660,370220,506000,29300
Spain,ESP,1982,102000,228270,22210,190240,391800,498090,28350
Spain,ESP,1983,145210,233390,18820,80700,379340,524320,22300
Spain,ESP,1984,89240,242560,20060,117540,359430,584970,23490
Spain,ESP,1985,85970,258709.98,41370,141630,396170,538540,22640
Spain,ESP,1986,123320,260880,26230,76480,433160,552600,23710
Spain,ESP,1987,119710,258510.02,35040,64059.996,449080,580060,24670
Spain,ESP,1988,90600,258489.98,35350,72410,451970,657490,24900
Spain,ESP,1989,124560,207510,31520,73450,418700,640590,25780
Spain,ESP,1990,103540,185300,32300,82400,276490,614000,27300
Spain,ESP,1991,107010,208860,33870,83810,238650,591080,26390
Spain,ESP,1992,124590,153810,25060,88310,268140,559500,27110
Spain,ESP,1993,100530,108710,25710,98400,256480.02,594520,27740
Spain,ESP,1994,108130,162640,24360,86370,268920,594470,27580
Spain,ESP,1995,117660,206300,26590,90160,281590,653740,29260
Spain,ESP,1996,115130,213750,35890,81600,282750,644270,32430
Spain,ESP,1997,84930,218750,45760,65930,375070,616760,36780
Spain,ESP,1998,110300,302710,48310,92010,351270,615550,37700
Spain,ESP,1999,100490,294610,36010,51300,364750,614210,37560
Spain,ESP,2000,76200,276030,30790,45580,354830,541590,40050
Spain,ESP,2001,88470,268360,36550,30380,410960,519200,41630
Spain,ESP,2002,40970,210400,24430,32880,288300,496320,41800
Spain,ESP,2003,34180,216860,21040,20970,331320,493130,39430
Spain,ESP,2004,31520,245930,16590,5370,297030,472940,34880
Spain,ESP,2005,35360,175270,16560,21480,295310,498070,31260
Spain,ESP,2006,43400,243160,17730,36020,312740,569710,30760
Spain,ESP,2007,43120,228460,19240,38090,288710,452650,30720
Spain,ESP,2008,40610,196300,17120,52910,341590,495110,27060
Spain,ESP,2009,46150,215940,15480,67790,389860,437490,23880
Spain,ESP,2010,44000,206000,14000,95000,399000,445000,23000
Spain,ESP,2011,47000,224000,16000,57000,408000,508000,22000
Spain,ESP,2012,58000,217000,12000,11000,405000,469000,22000
Spain,ESP,2013,60000,176000,13000,23000,396000,523000,21000
Spain,ESP,2014,63000,234000,19000,30000,449000,529000,20000
Spain,ESP,2015,48000,241000,14000,45000,395000,500000,21000
Spain,ESP,2016,28000,231000,14000,4000,384000,514000,23000
Spain,ESP,2017,36000,255000,15000,3000,378000,551000,22000
Spain,ESP,2018,31000,293000,16000,2000,351000,563000,16000
Spain,ESP,2019,24000,239000,15000,1000,378000,508000,22000
Spain,ESP,2020,24000,239000,15000,1000,378000,508000,22000
Spain,ESP,2021,24000,239000,15000,1000,378000,508000,22000
Spain,ESP,2022,24000,239000,15000,1000,378000,508000,22000
Sri Lanka,LKA,1961,0,300,1800,1200,16500,39920,3400
Sri Lanka,LKA,1962,0,500,3000,700,18300,48640,4600
Sri Lanka,LKA,1963,0,500,2400,2300,21100,44960,4400
Sri Lanka,LKA,1964,0,1400,4900,3100,20200,58200,5500
Sri Lanka,LKA,1965,0,800,2700,1000,19800,44540,7600
Sri Lanka,LKA,1966,0,500,3200,1000,19600,47780,9300
Sri Lanka,LKA,1967,0,800,3500,900,23900,49130,8000
Sri Lanka,LKA,1968,0,400,2600,5200,26700,58180,8000
Sri Lanka,LKA,1969,0,600,4000,2300,30100,54940,7000
Sri Lanka,LKA,1970,0,600,3500,2600,26900,50260,8300
Sri Lanka,LKA,1971,0,500,3200,2000,22200,41170,8200
Sri Lanka,LKA,1972,0,800,3700,3300,27200,50440,8400
Sri Lanka,LKA,1973,0,500,3300,3100,32800,54270,7000
Sri Lanka,LKA,1974,0,800,5300,1600,30100,58810,7690
Sri Lanka,LKA,1975,0,630,6190,2380,26180,63720,13270
Sri Lanka,LKA,1976,0,960,7150,50,25010,85770,12460
Sri Lanka,LKA,1977,0,590,6090,200,24390,91940,12890
Sri Lanka,LKA,1978,0,870,7270,1170,27280,102990,16460
Sri Lanka,LKA,1979,0,640,5490,1960,27600,112100,16940
Sri Lanka,LKA,1980,0,220,4960,2770,26150,130070.01,19190
Sri Lanka,LKA,1981,0,260,7200,4310,34710,127580,27820
Sri Lanka,LKA,1982,0,810,10020,6080,33780,107060,30950
Sri Lanka,LKA,1983,0,0,7720,1350,33410,112230,33160
Sri Lanka,LKA,1984,0,0,7470,0,23270,104000,27610
Sri Lanka,LKA,1985,60,0,5030,51200,15510,76470,29270
Sri Lanka,LKA,1986,140,0,5320,50140,16610,80270,31420
Sri Lanka,LKA,1987,170,0,5590,51870,17060,80380,32000
Sri Lanka,LKA,1988,220,0,5960,58270,18350,89640,33040
Sri Lanka,LKA,1989,370,0,6070,62710,23770,92780,34750
Sri Lanka,LKA,1990,240,0,6100,42780,19150,88790,26800
Sri Lanka,LKA,1991,200,0,7460,57990,23740,102480,19860
Sri Lanka,LKA,1992,200,0,9780,39940,25480,113380,17530
Sri Lanka,LKA,1993,200,0,10100,41540,39940,125200,15030
Sri Lanka,LKA,1994,250,0,8000,44130,40590,145880,9530
Sri Lanka,LKA,1995,300,0,5130,28100,33340,155030,15030
Sri Lanka,LKA,1996,300,0,6060,36340,34340,163510,22330
Sri Lanka,LKA,1997,300,0,6000,22450,36760,180620,27290
Sri Lanka,LKA,1998,300,0,7400,31160,37710,182330,29950
Sri Lanka,LKA,1999,370,10,6900,29350,44970,200120,31530
Sri Lanka,LKA,2000,310,20,4590,13630,44140,205240,32400.002
Sri Lanka,LKA,2001,290,30,7990,14440,38600,182790,26400
Sri Lanka,LKA,2002,380,60,10090,8440,41660,188460,25660
Sri Lanka,LKA,2003,420,110,17010,4830,41270,231700,27020
Sri Lanka,LKA,2004,380,250,17700,10350,37050,237740,32400.002
Sri Lanka,LKA,2005,190,300,4180,6170,18180,154470,34290
Sri Lanka,LKA,2006,120,120,9570,10820,18870,204390,38460
Sri Lanka,LKA,2007,430,710,14050,11230,18110,221440,43010
Sri Lanka,LKA,2008,480,1430,14040,12850,17080,229590,49710
Sri Lanka,LKA,2009,510,1260,16800,13630,20820,236380,50510
Sri Lanka,LKA,2010,1000,2000,19000,19000,28000,266000,57000
Sri Lanka,LKA,2011,1000,2000,16000,23000,34000,291000,61000
Sri Lanka,LKA,2012,1000,2000,18000,24000,42000,317000,49000
Sri Lanka,LKA,2013,2000,3000,23000,23000,44000,329000,62000
Sri Lanka,LKA,2014,4000,3000,37000,38000,42000,327000,71000
Sri Lanka,LKA,2015,4000,2000,38000,39000,41000,313000,60000
Sri Lanka,LKA,2016,4000,1000,44000,42000,43000,315000,68000
Sri Lanka,LKA,2017,8000,1000,34000,46000,39000,295000,77000
Sri Lanka,LKA,2018,11000,2000,39000,47000,32000,299000,79000
Sri Lanka,LKA,2019,11000,2000,37000,36000,35000,299000,84000
Sri Lanka,LKA,2020,6000,2000,29000,15000,28000,251000,94000
Sri Lanka,LKA,2021,6000,3000,35000,12000,26000,248000,98000
Sri Lanka,LKA,2022,6000,3000,35000,12000,26000,248000,98000
Sudan,SDN,2013,,,0,4000,0,0,36000
Sudan,SDN,2014,,,0,3000,0,0,37000
Sudan,SDN,2015,,,0,1000,0,0,38000
Sudan,SDN,2016,,,0,2000,0,0,39000
Sudan,SDN,2017,,,0,3000,0,0,44000
Sudan,SDN,2018,,,0,3000,0,0,48000
Sudan,SDN,2019,,,0,2000,0,0,48000
Sudan,SDN,2020,,,0,2000,0,0,45000
Sudan,SDN,2021,,,0,2000,0,0,42000
Sudan,SDN,2022,,,0,2000,0,0,42000
Sudan,SDN,2012,,,,5000,0,0,37000
Sudan (former),,1961,0,0,,1200,0,0,16100
Sudan (former),,1962,0,0,,1600,0,0,17000
Sudan (former),,1963,0,0,,1000,0,0,18000
Sudan (former),,1964,0,0,,700,0,0,18600
Sudan (former),,1965,0,0,,700,0,0,18500
Sudan (former),,1966,0,0,,1000,0,0,19000
Sudan (former),,1967,0,0,,800,0,0,19200
Sudan (former),,1968,0,0,,800,0,0,20700
Sudan (former),,1969,0,0,,800,0,0,21000
Sudan (former),,1970,0,0,,800,0,0,21400
Sudan (former),,1971,0,0,,800,0,0,21400
Sudan (former),,1972,0,0,,800,0,0,21400
Sudan (former),,1973,0,0,,800,0,0,21800
Sudan (former),,1974,0,0,,800,0,0,21800
Sudan (former),,1975,0,0,,800,0,0,21800
Sudan (former),,1976,0,0,,800,0,0,23900
Sudan (former),,1977,0,0,,600,0,0,22970
Sudan (former),,1978,0,0,,750,0,0,25860
Sudan (former),,1979,0,0,,700,0,0,27820
Sudan (former),,1980,0,0,,950,0,0,25110
Sudan (former),,1981,0,0,,870,0,0,27660
Sudan (former),,1982,0,0,,1050,0,0,28660
Sudan (former),,1983,0,0,,4450,0,0,25050
Sudan (former),,1984,0,0,,1330,0,0,28460
Sudan (former),,1985,0,0,,410,0,0,25910
Sudan (former),,1986,0,0,,1190,0,0,22790
Sudan (former),,1987,0,0,,1200,0,0,26040
Sudan (former),,1988,0,0,,1200,0,0,28050
Sudan (former),,1989,0,0,,1200,0,0,29100
Sudan (former),,1990,0,0,,1500,0,0,30230
Sudan (former),,1991,0,0,,1500,0,0,31800
Sudan (former),,1992,0,0,,2000,0,0,33200
Sudan (former),,1993,0,0,,2500,0,0,37700
Sudan (former),,1994,0,0,,4000,0,0,40200
Sudan (former),,1995,0,10,,3990,0,0,41000
Sudan (former),,1996,0,10,,4490,0,0,41500
Sudan (former),,1997,0,10,,4990,0,0,43000
Sudan (former),,1998,10,0,,5430,50,20,45000
Sudan (former),,1999,10,0,,5410,60,20,45000
Sudan (former),,2000,60,0,,4880,40,20,49000
Sudan (former),,2001,20,0,,4870,80,30,54000
Sudan (former),,2002,40,10,,4840,80,30,53600
Sudan (former),,2003,40,10,,4840,80,30,55600
Sudan (former),,2004,20,10,,5360,80,30,59100
Sudan (former),,2005,20,0,,5070,80,30,55400
Sudan (former),,2006,10,0,,4880,80,30,53600
Sudan (former),,2007,0,0,,5590,80,30,61760
Sudan (former),,2008,10,0,,5570,80,30,64900
Sudan (former),,2009,10,0,,5570,80,30,68200
Sudan (former),,2010,20,0,,5220,80,30,68200
Sudan (former),,2011,0,0,,4890,80,30,68200
Suriname,SUR,2011,0,0,9000,26000,0,0,1000
Suriname,SUR,2012,0,0,9000,26000,0,3000,1000
Suriname,SUR,2013,0,0,9000,26000,0,4000,1000
Suriname,SUR,2014,0,0,6000,26000,0,5000,1000
Suriname,SUR,2015,0,0,7000,32000,0,5000,1000
Suriname,SUR,2016,0,0,8000,34000,0,4000,1000
Suriname,SUR,2017,0,0,9000,39000,1000,5000,1000
Suriname,SUR,2018,0,,10000,28000,1000,5000,1000
Suriname,SUR,2010,,0,9000,26000,0,0,1000
Suriname,SUR,1961,,,2000,2200,0,0,500
Suriname,SUR,1962,,,1500,1500,0,0,400
Suriname,SUR,1963,,,1500,1700,0,0,400
Suriname,SUR,1964,,,1700,1400,0,0,600
Suriname,SUR,1965,,,1700,2200,0,0,500
Suriname,SUR,1966,,,1600,2400,0,0,500
Suriname,SUR,1967,,,1700,2100,0,0,500
Suriname,SUR,1968,,,2000,2600,0,0,400
Suriname,SUR,1969,,,3000,2600,0,0,400
Suriname,SUR,1970,,,3500,3400,0,0,300
Suriname,SUR,1971,,,3000,3200,0,0,300
Suriname,SUR,1972,,,3400,4000,0,0,300
Suriname,SUR,1973,,,3700,2800,0,0,300
Suriname,SUR,1974,,,3160,3040,0,0,240
Suriname,SUR,1975,,,3830,3240,0,0,300
Suriname,SUR,1976,,,1110,3230,0,0,250
Suriname,SUR,1977,,,1430,3400,0,0,240
Suriname,SUR,1978,,,740,2710,0,0,100
Suriname,SUR,1979,,,830,2570,0,0,90
Suriname,SUR,1980,,,870,2020,0,0,70
Suriname,SUR,1981,,,1010,2270,0,0,70
Suriname,SUR,1982,,,740,2070,0,0,80
Suriname,SUR,1983,,,750,2630,0,0,220
Suriname,SUR,1984,,,800,3150,0,0,140
Suriname,SUR,1985,,,630,3280,0,0,230
Suriname,SUR,1986,,,710,2840,0,0,110
Suriname,SUR,1987,,,1160,3920,0,0,110
Suriname,SUR,1988,,,750,2810,0,0,130
Suriname,SUR,1989,,,1230,4610,0,0,350
Suriname,SUR,1990,,,910,5240,0,0,350
Suriname,SUR,1991,,,640,6360,0,0,360
Suriname,SUR,1992,,,260,10110,0,0,560
Suriname,SUR,1993,,,60,9250,0,0,190
Suriname,SUR,1994,,,3080,11250,0,0,140
Suriname,SUR,1995,,,2460,10390,0,0,140
Suriname,SUR,1996,,,3200,9090,560,0,150
Suriname,SUR,1997,,,3520,9360,920,0,200
Suriname,SUR,1998,,,4250,10780,1070,0,200
Suriname,SUR,1999,,,6350,8680,1120,0,250
Suriname,SUR,2000,,,10840,7570,2930,0,330
Suriname,SUR,2001,,,13730,9840,1460,0,250
Suriname,SUR,2002,,,13910,12500,1000,0,250
Suriname,SUR,2003,,,16590,2130,12740,1060,220
Suriname,SUR,2004,,,12790,2570,13860,1240,240
Suriname,SUR,2005,,,10890,3740,11540,1270,220
Suriname,SUR,2006,,,11540,17600,1460,0,200
Suriname,SUR,2007,,,9280,18240,1810,0,350
Suriname,SUR,2008,,,6310,15600,1580,0,360
Suriname,SUR,2009,,,9410,14230,1810,0,430
Suriname,SUR,2019,,,7000,24000,0,6000,1000
Suriname,SUR,2020,,,7000,24000,0,6000,1000
Suriname,SUR,2021,,,7000,24000,0,6000,1000
Suriname,SUR,2022,,,7000,24000,0,6000,1000
Sweden,SWE,1961,0,600,5500,26800,59400,170010,6610
Sweden,SWE,1962,0,800,6100,41200,61000,179600,6030
Sweden,SWE,1963,0,800,5900,60500,50900,218200,6340
Sweden,SWE,1964,0,700,5600,24800,44800,295500,6550
Sweden,SWE,1965,0,500,4700,28600,49100,282000,5720
Sweden,SWE,1966,0,700,2500,25000,51800,234500,6070
Sweden,SWE,1967,0,500,2800,23400,52400,257299.98,5370
Sweden,SWE,1968,0,500,3100,16000,54700,239200,5580
Sweden,SWE,1969,0,400,2800,17600,41900,201300,5900
Sweden,SWE,1970,0,200,3200,55700,39100,182600,5240
Sweden,SWE,1971,0,100,3500,45200,38100,137400,5390
Sweden,SWE,1972,0,0,3200,26300,51700,131800,5350
Sweden,SWE,1973,0,0,2800,19500,41400,150700,6070
Sweden,SWE,1974,0,60,2690,20940,35350,140320,6180
Sweden,SWE,1975,0,40,2530,25050,36030,136600,7030
Sweden,SWE,1976,0,60,2930,30020,42680,123140,6470
Sweden,SWE,1977,0,40,2360,3040,48260,123070,6110
Sweden,SWE,1978,0,60,2030,8630,35190,133470,6200
Sweden,SWE,1979,0,60,2330,1950,38090,149490,6280
Sweden,SWE,1980,0,60,2730,8780,52130,162890,6930
Sweden,SWE,1981,0,580,2960,8220,61400,177150,7010
Sweden,SWE,1982,0,1560,2260,25000,59840,159030,8140.0005
Sweden,SWE,1983,0,1590,1990,4330,71900,174680,7220
Sweden,SWE,1984,0,1360,2330,550,84190,178320,7880
Sweden,SWE,1985,0,440,2830,540,72390,154520,9010
Sweden,SWE,1986,0,330,2860,720,67960,133080,10370
Sweden,SWE,1987,0,2560,2670,710,62520,135190,10760
Sweden,SWE,1988,0,860,2440,510,68550,164550,14040
Sweden,SWE,1989,0,250,2370,740,68360,171400,14580
Sweden,SWE,1990,0,1180,2800,760,64570,175960,14830
Sweden,SWE,1991,0,1680,3280,2420,70700,153860,13070
Sweden,SWE,1992,0,1380,3120,2570,35620,259709.98,12260
Sweden,SWE,1993,0,770,3290,760,65680,265740,11570
Sweden,SWE,1994,0,2150,3690,740,44290,331770,11580
Sweden,SWE,1995,0,1570,3740,12650,53130,329860,11180
Sweden,SWE,1996,0,1820,3410,3060,53080,306300,11470
Sweden,SWE,1997,0,1430,3850,3000,46670,298840,10280
Sweden,SWE,1998,0,490,3730,340,42900,360010,8890
Sweden,SWE,1999,0,930,3730,380,66580,277030,8610
Sweden,SWE,2000,0,520,3480,540,60050,270910,7880
Sweden,SWE,2001,0,1500,3370,510,84220,220570,8430
Sweden,SWE,2002,0,1470,3450,300,97960,189520,7880
Sweden,SWE,2003,0,1820,3380,200,108850,170200,8760
Sweden,SWE,2004,10,1540,3480,390,75900,185230,9370
Sweden,SWE,2005,0,1190,3490,70,29600,218570,9320
Sweden,SWE,2006,10,1910,3830,170,50490,210560,9840
Sweden,SWE,2007,10,1230,4110,160,25930,204370,7800
Sweden,SWE,2008,10,1960,4270,150,29720,193940,8880
Sweden,SWE,2009,0,2170,4050.0002,60,29810,166030,9840
Sweden,SWE,2010,0,1000,3000,0,48000,157000,12000
Sweden,SWE,2011,0,2000,3000,0,50000,125000,16000
Sweden,SWE,2012,0,2000,3000,0,22000,122000,16000
Sweden,SWE,2013,0,2000,3000,0,39000,133000,24000
Sweden,SWE,2014,0,2000,4000,0,30000,137000,24000
Sweden,SWE,2015,0,2000,4000,0,45000,152000,23000
Sweden,SWE,2016,0,2000,4000,0,15000,177000,26000
Sweden,SWE,2017,0,2000,4000,0,51000,165000,24000
Sweden,SWE,2018,0,2000,5000,0,23000,186000,18000
Sweden,SWE,2019,0,2000,4000,0,17000,156000,17000
Sweden,SWE,2020,0,2000,4000,0,17000,156000,17000
Sweden,SWE,2021,0,2000,4000,0,17000,156000,17000
Sweden,SWE,2022,0,2000,4000,0,17000,156000,17000
Switzerland,CHE,2016,,,0,,,,4000
Switzerland,CHE,2017,,,0,,,,4000
Switzerland,CHE,2018,,,0,,,,3000
Switzerland,CHE,2019,,,0,,,,4000
Switzerland,CHE,2020,,,0,,,,4000
Switzerland,CHE,2021,,,0,,,,4000
Switzerland,CHE,2022,,,0,,,,4000
Switzerland,CHE,1961,,,,,,,2800
Switzerland,CHE,1962,,,,,,,2800
Switzerland,CHE,1963,,,,,,,3300
Switzerland,CHE,1964,,,,,,,2800
Switzerland,CHE,1965,,,,,,,2700
Switzerland,CHE,1966,,,,,,,3000
Switzerland,CHE,1967,,,,,,,3000
Switzerland,CHE,1968,,,,,,,3500
Switzerland,CHE,1969,,,,,,,3500
Switzerland,CHE,1970,,,,,,,2400
Switzerland,CHE,1971,,,,,,,2800
Switzerland,CHE,1972,,,,,,,3600
Switzerland,CHE,1973,,,,,,,3600
Switzerland,CHE,1974,,,,,,,3800
Switzerland,CHE,1975,,,,,,,3900
Switzerland,CHE,1976,,,,,,,3920
Switzerland,CHE,1977,,,,,,,3980
Switzerland,CHE,1978,,,,,,,3820
Switzerland,CHE,1979,,,,,,,3890
Switzerland,CHE,1980,,,,,,,3500
Switzerland,CHE,1981,,,,,,,3680
Switzerland,CHE,1982,,,,,,,3370
Switzerland,CHE,1983,,,,,,,3540
Switzerland,CHE,1984,,,,,,,4110
Switzerland,CHE,1985,,,,,,,4560
Switzerland,CHE,1986,,,,,,,4660
Switzerland,CHE,1987,,,,,,,4520
Switzerland,CHE,1988,,,,,,,4230
Switzerland,CHE,1989,,,,,,,4480
Switzerland,CHE,1990,,,,,,,4230
Switzerland,CHE,1991,,,,,,,4830
Switzerland,CHE,1992,,,,,,,3950
Switzerland,CHE,1993,,,,,,,2960
