Case ID,beginning date,end date,exact date unclear,offline / online,website,mode,province,location,participants (offline),posts (online),interactions (online),led-by,issue,group,target,demands,repression type,concession type,link to other event,link to movement,verification tier,documentation,description
225,2022/07/21,,no,offline,,group demonstration,Shaanxi,Xianyang,10-99,,,,delayed housing project,property buyers,property developer,,state violence,,155,,Tier 1,,"Homebuyers of Sunac Yuhe Chen Yuan gathered to protest as the residential project had not been finished and handed over as contracted. Police used violence against them, and the videos of the protest were censored on Weibo."
224,2022/07/05,2022/07/22,no,online,Weibo,hashtag movement,,,,"10,000+","10,000,000+",,fraud,netizens,private educational institution,refund,,,223,,Tier 1,,"After music education institution Little Musician shuttered its business without warning, a large number of parents protested online. Many posts appeared on Weibo with the hashtag “Little Musician owes tuition fees of more than 900 million yuan""."
223,2022/07/19,2022/07/20,no,offline,,group demonstration,,Shanghai,10-99,,,,fraud,urban residents,private educational institution,refund,state violence,,224,,Tier 1,,"Since the local government did not preserve a village entrance when building a new road, many residents of Dawangwu village protested by occupying the road with bicycles and motorcycles."
222,2022/07/20,,yes,offline,,group demonstration,Jiangsu,Suqian,10-99,,,,delayed housing project,property buyers,"local government, property developer",,state violence,,,,Tier 1,,"Homebuyers of the ""Evergrande Royal Mansion"" residential project gathered in front of the Suqian city government to protest against stalled construction. They were blocked and dragged away from the venue by the police. The relevant posts on Weibo were all censored."
221,2022/06/09,,no,offline,,group demonstration,Henan,Xuchang,10-99,,,,delayed housing project,property buyers,property developer,resume construction,,,,,Tier 1,,Homebuyers of Longjitaihe Boyueshan gathered in front of the residential project reception center and accused the developer of misappropriating funds and causing the project to stall again only one month after the resumption of construction.
220,2022/06/30,,no,offline,,"group demonstration, obstruction",Henan,Xuchang,10-99,,,,pay and benefits,sanitation workers,sanitation company,payment of arrears,monitoring,,,,Tier 1,,"Discontent over 7 months of wages owed by the company Senwei, sanitation workers wearing orange vests protested and blocked Changshe Road. A Weibo post noted police were on the scene."
219,2022/07/16,,yes,offline,,group demonstration,Jiangsu,Taizhou,100-999,,,,"delayed housing project, school district disputes",property buyers,"local government, property developer","government intervention, resume construction",,,218,,Tier 1,,"The construction project ""Evergrande Yujing Peninsula"" has been suspended for several months, and the foreign language school promised by the developer in the advertisement has not yet been built. Homebuyers demonstrated at the school project site to demand government intervention and resumption of construction."
218,2022/07/05,,yes,offline,,group demonstration,Jiangsu,Taizhou,10-99,,,,"delayed housing project, school district disputes",property buyers,property developer,refund,,,219,,Tier 1,,"The construction project ""Evergrande Yujing Peninsula"" has been suspended for several months, and the foreign language school promised by the developer in the advertisement has not yet been built. Homebuyers gathered at the project site to protest and demand refunds."
217,2022/06/30,,no,offline,,group demonstration,Shaanxi,Xi'an,10-99,,,,delayed housing project,property buyers,property developer,property handover,,,,,Tier 1,,"Homebuyers of ""Sino Ocean Royal Landscape Phase 2"" held up banners in front of the residential complex, accusing the developer of deceiving them and failing to finish construction as agreed. They demanded the developer hand over the property."
216,2022/07/17,,yes,offline,,group demonstration,Shaanxi,Yulin,10-99,,,male,corruption,property buyers,local government,"government intervention, government accountability",,,,Real-name Complaints Movement,Tier 1,,"A group of homebuyers of the ""Great Wall No.1"" housing project in Yulin reported Li Xiangyu, director of the city's Natural Resources and Planning Bureau, for allegedly protecting developers as they illegally obtained construction permits. Homebuyers pointed out that the building plans for the project do not comply with regulations. They demanded the government to investigate."
215,2022/06/20,,no,offline,,group demonstration,Fujian,Fuzhou,10-99,,,,delayed housing project,property buyers,property developer,resume construction,,,,,Tier 1,,"As the construction of the ""Evergrande Sky Tower"" project had stalled for more than one year, the homebuyer representatives protested at the construction site, holding banners and demanding the developer resume construction."
214,2022/06/24,,no,offline,,"group demonstration, obstruction",Hebei,Xingtai,10-99,,,,utility issues,rural residents,local government,,,,,,Tier 1,,"Since the local government did not prereserve a village entrance when building a new road, many residents of Dawangwu village protested by occupying the road with bicycles and motorcycles."
213,2022/07/05,,no,offline,,group demonstration,Liaoning,Dandong,10-99,,,,utility issues,urban residents,"local government, water company",restore services,,,,,Tier 1,,"After the Dandong Water Company cut off water for several days, a large number of Dandong citizens went to the water company to protest and demand restoration of the water supply."
212,2022/06/23,,yes,offline,,"group demonstration, sign protest",Henan,Shangqiu,2--9,,,,school policy,students,university,school accountability,,government opened investigation,,,Tier 1,,"Shangqiu University graduates hung a banner to protest the school's breach of national regulations on issuing diplomas, which impacted their job-hunting efforts and demanded the school address this issue. The Henan Province Education Department replied that it was trying to acquire details of the situation and would ask the school to make revisions per regulations."
211,2022/07/11,,yes,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,delayed housing project,property buyers,"local government, property developer",resume construction,,,,,Tier 1,,Homebuyers of Kangqiao Stream Garden wearing T-shirts with 'Kangqiao Stream Garden resume construction' gathered in front of the Zhongmou County Bureau for Letters and Calls. They demanded the developer and Zhongmou government address the stalled project.
210,2022/07/07,,yes,offline,,group demonstration,Shandong,Yantai,2--9,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"The developer of Yantai ""Longhu Youshan"" project owed construction workers wages for two years. Several workers held banners in front of the sales center to demand wages."
209,2022/07/05,,no,offline,,group demonstration,Henan,Shangqiu,10-99,,,,delayed housing project,property buyers,"local government, construction company","government accountability, corporate accountability",,,,,Tier 1,,A group of homebuyers of the Evergrande Capital project went to the Housing and Urban-rural Development Bureau to protest and demanded the government to hold China Construction Fourth Engineering Division Corporation accountable.
208,2022/06/17,,yes,offline,,group demonstration,Henan,Shangqiu,,,,,delayed housing project,property buyers,local government,,,,,,Tier 3,,"According to a post by a Weibo user, homebuyers of an Evergrande real estate property in Shangqiu went to the Housing and Urban-rural Development Bureau to defend their rights, which suggests they protested. The video link on the post appears to be censored."
207,2022/06/24,,yes,offline,,group demonstration,Shaanxi,Xi'an,,,,,school district disputes,property owners,local government,,state violence,,,,Tier 3,,"According to one Weibo user, the owners of the Guobao 21 project in Xi'an protested over their children's schooling rights, and some homeowners were allegedly beaten by the police. The video link on the post appears to be censored."
206,2022/07/14,,no,offline,,group demonstration,Shaanxi,Xi'an,100-999,,,,delayed housing project,property buyers,local government,mortgage repayment suspension,monitoring,,,mortgage default movement,Tier 1,,"Hundreds of homebuyers of abandoned residential projects in Xi'an gathered in front of the China Insurance Regulatory Commission Shaanxi Office, held signs and shouted '[Banks'] illegal lending, [homebuyers'] suspended mortgage repayment,' asking for the authority's support for their suspension of the mortgage repayment. Police officers were present, monitoring the situation at the scene."
205,2022/06/17,,yes,offline,,group demonstration,Hebei,Baoding,10-99,,,,"school district disputes, building quality, service and management Issues",property owners,property developer,refund,,,,,Tier 1,,"A group of homeowners were dissatisfied with the developer for several issues, including the different treatment of the new and old owners by the developers, the developer's failure to complete school district construction as originally advertised, and property fees disproportional to the quality of service provided. They protested with banners in front of the project site, demanding refunds from the developer."
204,2022/07/12,,no,offline,,group demonstration,,Shanghai,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,monitoring,policy changed,,,Tier 1,,Residents of Sun City protested against the residential committee's decision to extend the lockdown in the area without providing any reasonable cause. They gathered at the entrance of the residential area and demanded the restriction be lifted. Police arrived to monitor the situation. Later one official stepped forward and announced the plan to lift the lockdown the next day.
203,2022/07/17,,no,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,,"delayed housing project, fraud",property buyers,"bank, property developer","negotiation, corporate accountability",monitoring,,"164, 286",,Tier 1,,"Homebuyers of Qianhai Heaven Realm Garden held banners in front of the China CITIC Bank Shenzhen Branch to protest the developer and bank of misappropriation of funds, which caused a halt to the project. They wanted to meet with the branch manager to demand funds be returned. Police arrived to monitor the scene."
202,2022/07/12,,yes,offline,,group demonstration,Shaanxi,Xi'an,100-999,,,,delayed housing project,property buyers,"local government, property developer",mortgage repayment suspension,,,"113, 327, 330, 331",mortgage default movement,Tier 1,,"Homebuyers of Shimao Shine City held banners in front of the Xi'an Housing and Urban-rural Development Bureau to protest, accusing the developer of misappropriation of funds and the Weiyang District Housing and Urban-rural Development office of dereliction. At the same time, a banner reading ""celebrate the 100th anniversary of the founding of the Communist Party of China,"" ostensibly to show they were not opposed to the government. Protesters signed a statement to announce the suspension of mortgage repayment if the developers did not resume construction."
201,2022/06/17,,yes,offline,,"group demonstration, march",Henan,Zhengzhou,10-99,,,,delayed housing project,property buyers,property developer,corporate accountability,,,42,,Tier 1,,"A group of homebuyers of Jinqiao Xitang project in Zhengzhou accused the developer of misappropriating funds, leading to the shutdown of the project. Homebuyers formed a running group to protest while running on the road."
200,2022/07/10,,no,offline,,group demonstration,Shandong,Qingdao,10-99,,,,delayed housing project,property buyers,property developer,corporate accountability,,,,,Tier 1,,"Rongmei Guangxing Mansion was scheduled to be finished by the end of 2021, but the construction had stalled due to the lack of funds. Homebuyers held banners in front of the reception center, accusing the developer of fraud and demanding the handover of the property."
199,2022/07/13,,yes,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,school district disputes,property buyers,property developer,corporate accountability,monitoring,,385,,Tier 1,,"A dozen homebuyers of Yuhua City held banners in front of the project reception center to accuse the developer of false advertising of the school district, as it cannot be guaranteed that the primary school would still be available in a couple of years. Police officers or security guards stood by and monitored the scene."
198,2022/07/13,,no,offline,,group demonstration,Guangdong,Zhanjiang,10-99,,,,school district disputes,urban residents,"local government, public school",policy change,,policy changed,,,Tier 1,,"In May 2022, the Education Bureau of Zhanjiang City approved the reestablishment of the junior high department of Zhanjiang No. 1 Middle School and instructed the school to determine the admission list by random drawing. This policy caused a backlash from a large number of parents. They suspected there were loopholes in the drawing system that led to manipulation. They gathered to protest and demand the government change the policy."
197,2022/06/29,,no,offline,,one-person demonstration,Hunan,Hengyang,1,,,male,COVID-19 pandemic policies,victim's family/friends,local government,government accountability,arrest/detention,,,,Tier 1,,"Well-known activist Tan Binglin, dissatisfied with the forced COVID-19 vaccination of his parents, held a placard at the village committee to protest and was immediately arrested by police in Qidong County. On July 1, his father learned that Tan Binglin had been detained by Qidong police on suspicion of ""picking quarrels and provoking trouble"" on the day he was arrested."
196,2022/06/28,,no,offline,,group demonstration,Shaanxi,Xi'an,10-99,,,,delayed housing project,property buyers,"local government, property developer","government intervention, corporate accountability",,,,,Tier 1,,"Homebuyers of ""Leisurely Courtyard Phase 4"" held banners in front of the Xi'an Innovation Building to protest at the stalled construction of the residential project, demanding that the developer deliver on their promise and the government fulfill their duties as the regulator."
195,2022/06/13,,no,offline,,collective petitioning,,Shanghai,10-99,,,,"delayed housing project, fraud",property buyers,local government,"government intervention, corporate accountability",,,,,Tier 1,,"Homebuyers gathered at a Shanghai petition office to collectively demand the government intervene in their case of property developer Jingwan Zhaoye (owner of Jiazhaoye) embezzling payments and failing to finish the housing project “City Plaza"". The government reportedly took no effective action after the event."
194,2022/06/14,,no,offline,,one-person demonstration,Hebei,Tangshan,1,,,female,,,,,,,,,Tier 1,,"An elderly woman knelt in front of the Tangshan Public Security Bureau and shouted ""I have no way out"". Due to the poor video quality, the content of her appeal cannot be understood clearly. Based on the photo she held and the fact that she protested in front of the public security bureau, it is reasonable to infer her family member may have been subjected to police violence."
193,2022/07/11,,no,offline,,group demonstration,Shandong,Jinan,10-99,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,A group of construction workers gathered in front of a construction site in Jinan City to demand wages.
192,2022/06/06,,yes,offline,,group demonstration,Hunan,Huaihua,100-999,,,,school district disputes,property owners,property developer,corporate accountability,arrest/detention,,,,Tier 1,,"Homeowners demonstrated and chanted slogans to protest the developer Huaihua Derun failing to construct schools in the ""Shengshi Huadu"" residential area as promised. Police reportedly detained some protesters."
191,2022/06/10,,yes,offline,,group demonstration,Jiangxi,Ganzhou,10-99,,,,building quality,property buyers,property developer,refund,,,,,Tier 1,,"Homebuyers of ""Eastern Court"" protested the developer for cutting corners on the construction of the residential complex and using inferior materials. They demanded refunds."
190,2022/06/17,,yes,offline,,group demonstration,Hebei,Tangshan,10-99,,,,"fraud, building quality",property owners,"local government, property developer","government accountability, corporate accountability",,,,Real-name Complaints Movement,Tier 1,,"Greenland Company has long owed construction workers wages. Although workers have pursued their rights through the Labor Bureau and the petition office, they are still unable to obtain owed wages. As a result, several workers occupied the main road in the construction site to protest at the wage arrears and demanded payment."
189,2022/06/30,,no,offline,,group demonstration,Anhui,Fuyang,10-99,,,,delayed housing project,property buyers,property developer,,state violence,,,,Tier 1,,"As the developer failed to finish the residential project, property buyers of Metropoles Center went to Fuyang Municipal People's Government for help but were beaten by police officers outside the government. One property buyer was hospitalized as a result. The videos of other relevant posts were all censored."
188,2022/06/16,,yes,offline,,group demonstration,Jiangsu,Nanjing,10-99,,,,environmental pollution or damage,property owners,property developer,refund,,,,,Tier 1,,Homeowners of Nanjing Halo Space gathered in front of the sales office to protest the planned construction of a garbage depot near the community. The owners accused the developer of failing to inform them about the construction before the project began and demanded refunds.
187,2022/07/04,,yes,offline,,group demonstration,Zhejiang,Hangzhou,10-99,,,male,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,The developer of Greentown Yangliu project in Hangzhou was suspected of defaulting on workers' wages. Workers went to the project property to demand wages and also held banners to protest.
186,2022/06/25,,no,offline,,group demonstration,Shaanxi,Xi'an,10-99,,,,school district disputes,property buyers,property developer,"government intervention, corporate accountability",non-state violence,,,,Tier 1,,"Homebuyers of C.World held banners outside the project reception center to protest against the developer's false advertising of the school district, asking the government for school redistricting. It is reported that some homebuyers were physically pushed and banners snatched by unidentified individuals."
185,2022/06/18,,yes,offline,,group demonstration,,Chongqing,100-999,,,female,delayed housing project,property buyers,"local government, property developer","government intervention, corporate accountability",,,,,Tier 1,,Nearly 300 homebuyers of the Chongqing Mall of China Project went to the developer Jiayuan Lixin Company to defend their rights. Homebuyers also asked the Chongqing Government and Liangjiang New Area Government to intervene and supervise the immediate resumption of work by Jiayuan Group.
184,2022/07/09,,yes,offline,,group demonstration,Jilin,Jilin,10-99,,,,school district disputes,property buyers,property developer,corporate accountability,,,,,Tier 1,,"A group of homebuyers of Zarsion Noble Hills Mansion accused the developer of false advertising of the school district, holding signs that read 'Zarsion give me back the school district' to protest in front of its stall inside the New World Living Mall."
183,2022/06/27,,yes,offline,,group demonstration,,Chongqing,10-99,,,,school district disputes,property buyers,property developer,corporate accountability,,,,,Tier 1,,Property buyers of E.Hope were discontented with the school districting plan of the Chongqing Hi-Tech Industry Development Zone because their residential area was not assigned to Shuren Primary School. They held signs reading 'Rejected E.Hope' to protest at the entrance of the residential area.
182,2022/07/06,,no,offline,,hunger strike,Henan,Zhengzhou,1,,,female,state violence,prisoners/detainees,local government,"government intervention, government accountability",,,,,Tier 1,,"Liu Hongxia, a human rights activist in Zhengzhou, was summoned by Beijing police for setting up a studio to help petitioners make videos. She was then beaten by officers and brought back to Zhengzhou under house arrest. She went on a hunger strike and demanded the Beijing Xiaohongmen Police Station publish the surveillance video of her being beaten and forcibly taken away. At the same time, she asked Henan officials to take measures against Liu Hongjie, the person suspected of beating her."
181,2022/06/23,2022/06/25,no,online,Weibo,hashtag movement,,,,"1,000+","10,000,000+",,delayed housing project,netizens,property developer,corporate accountability,,,180,,Tier 1,,"The Jin'ao project in Xiangtan has been suspended for eight months. As homebuyers collectively went to the developer's building to protest, there were a lot of corresponding posts on Weibo with the hashtag #600 homeowners in Hunan fight for their rights due to the fear of unfinished housing# to support the homebuyers."
180,2022/06/23,,no,offline,,group demonstration,Hunan,Xiangtan,100-999,,,male,delayed housing project,property buyers,property developer,corporate accountability,,,181,,Tier 1,,"The Jin'ao project in Xiangtan has been suspended for eight months. Worried the project would become an unfinished building, hundreds of homebuyers went to the developer's building to protest, demanding an explanation. Homebuyers also demanded the government intervene and protect homebuyers' rights."
179,2022/07/07,,yes,offline,,"group demonstration, obstruction",Shaanxi,Xixian New Area,2--9,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"Greenland Company has long owed construction workers wages. Although workers have pursued their rights through the Labor Bureau and the petition office, they are still unable to obtain owed wages. As a result, several workers occupied the a main road in the construction site to protest wage arrears and demand payment."
178,2022/07/10,,no,offline,,group demonstration,Henan,Zhengzhou,100-999,,,,fund withdrawal freeze,bank customers,"local government, bank","access to deposits, government intervention","monitoring, expulsion, state violence",,,Henan depositors movement,Tier 1,,"Hundreds of depositors gathered in front of the People's Bank Of China with banners, accusing the local government of corruption and collusion with criminal organizations. They demanded that the banks return their money and that the government conduct a thorough investigation into corrupt officials. Police officers in blue uniforms and unidentified personnel in white were initially monitoring the scene, but the unidentified group soon started to use violence against the depositors and dragged them away. Police stood aside and let the attacks happen. Several depositors were injured as a result. Depositors were eventually taken somewhere else in buses. The next day, the government announced it would advance depositors a limited sum of money."
177,2022/07/09,,yes,offline,,group demonstration,,Chongqing,2--9,,,,verdict/sanction disputes,investors,local government,"government intervention, government accountability",,,"147, 151, 154",Real-name Complaints Movement,Tier 1,,"A group of investors of Guizhou Tianxia Zhonghe Company collectively reported the director and deputy director of the Public Security Bureau of Yuzhong District on suspicion of maliciously framing the chairman of the company, causing him to be wrongly convicted by the court and resulting in the loss of assets for a large number of investors. They demanded the government investigate and punish the police officers."
176,2022/07/06,,yes,offline,,group demonstration,Yunnan,Xishuangbanna,10-99,,,female,fraud,investors,technology company,government intervention,,,,Real-name Complaints Movement,Tier 1,,"Victims accused Qujing Aocheng Information Consulting Company of conspiring with Dafy Yundai Technology to defraud investors of hundreds of millions of yuan. They demanded a thorough investigation, severe punishment, and the arrest of prime culprits."
175,2022/06/30,,yes,offline,,group demonstration,Jiangsu,Shuyang,10-99,,,,delayed housing project,property buyers,property developer,corporate accountability,,,,,Tier 1,,"As the handover of the property had been delayed for a year and authorities did not help find a resolution, property buyers of Sky Mansion held banners in front of the residential complex and a nearby shopping mall to protest, demanding the developer hand over the property."
174,2022/06/12,2022/06/14,no,online,Weibo,hashtag movement,,,,"1,000+","100,000,000+",,pay and benefits,netizens,transportation company,payment of arrears,,arrears paid,173,,Tier 1,,"Since more than a dozen courier workers occupied the company's warehouse to protest the company's arrears of wages, a large number of posts on Weibo using the hashtag #J&T was exposed to wage arrears# appeared between June 12 and June 14. In addition to supporting the workers, many people criticized delivery delays."
173,2022/06/12,,no,offline,,occupation,Jiangsu,Changzhou,10-99,,,male,pay and benefits,transportation workers,transportation company,payment of arrears,,arrears paid,174,,Tier 1,,"A group of courier workers occupied J&T Company's warehouse due to wage arrears and demanded the company to pay wages. This incident caused a lot of discussion on Weibo, with a large number of netizens and media posting with hashtags. In addition to supporting the workers, there were also a large number of people protesting that the delivery of goods were delayed. J&T Company compromised within a short period of time and paid the wages."
172,2022/06/26,,yes,offline,,one-person demonstration,Hebei,Shijiazhuang,1,,,,food/drug safety,patients,central government,government intervention,,,,,Tier 1,,"A leukemia patient held a sign in front of the Hebei Bureau for Letters and Calls, claiming the Sinovac vaccine gave them leukemia and asking the central government to save their life and family."
171,2022/06/04,,no,online,WeChat,"commemoration, individual post",Shandong,Yantai,,1,,male,state violence,students,central government,,arrest/detention,,,1989 Movement,Tier 1,,"Ludong University graduate student Sun Fugui (aka Sun Jian), who had previously conducted sign protests espousing human rights, was arrested after posting the Chinese characters for ""8964"" in WeChat."
170,2022/06/14,,yes,offline,,strike,,Shanghai,,,,,pay and benefits,transportation workers,transportation company,payment of arrears,,,"167, 168, 169",,Tier 3,,"Since Yunda Express has long owed their employees wages, there have been incidents of collective strikes by Yunda courier workers in several provinces and cities."
169,2022/06/18,,yes,offline,,strike,Zhejiang,Hangzhou,,,,,pay and benefits,transportation workers,transportation company,payment of arrears,,,"167, 168, 170",,Tier 3,,"Since Yunda Express has long owed their employees wages, there have been incidents of collective strikes by Yunda courier workers in several provinces and cities."
168,2022/07/01,,yes,offline,,strike,Jiangsu,Nanjing,,,,,pay and benefits,transportation workers,transportation company,payment of arrears,,,"167, 169, 170",,Tier 3,,"Since Yunda Express has long owed their employees wages, there have been incidents of collective strikes by Yunda courier workers in several provinces and cities."
167,2022/06/10,,yes,offline,,strike,Jiangsu,Yancheng,,,,,pay and benefits,transportation workers,transportation company,payment of arrears,,,"168, 169, 170",,Tier 2,,"Since Yunda Express has long owed their employees wages, there have been incidents of collective strikes by Yunda courier workers in several provinces and cities."
166,2022/06/14,,yes,offline,,group demonstration,Henan,Zhengzhou,2--9,,,female,occupational safety,victim's family/friends,construction company,corporate accountability,"monitoring, non-state violence",,,,Tier 1,,A migrant worker for Shanghai Construction Group in Zhengzhou died as a result of a work injury. Family members went to the work site to protest and were attacked by a man who claimed to work for the company.
165,2022/07/10,,no,offline,,group demonstration,,Shanghai,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,"Residents of Wanda City Apartment were discontented with the lockdown imposed in the area, gathered on the street, and demanded that the fences be removed."
164,2022/07/06,,yes,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,,delayed housing project,property buyers,property developer,,"monitoring, expulsion, movement limitations",,"203, 286",,Tier 1,,"The poster accused Qianhai Heaven Realm Garden of misappropriation of funds, which caused a halt in the project. Property buyers tried to negotiate with the authorities, but police surrounded and detained them in front of the Housing and Construction Bureau of Shenzhen. Protesters were also required to show a negative PCR test as a condition of being released."
163,2022/06/13,,yes,offline,,group demonstration,Zhejiang,Zhoushan,10-99,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"A property developer in Zhoushan has been in wage arrears with for 2 years. The workers have requested wages from the contractor and labor bureau, but there has been no progress. Workers gathered at the developer's building to demand wages."
162,2022/06/16,,yes,offline,,group demonstration,Guangdong,Huizhou,2--9,,,male,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"A homeowner of Fuying Mansion in Huizhou, Guangdong, took a video of workers blocking the road to ask for wages at the gate of the residential area and uploaded it to Weibo. According to his Weibo post, the group of workers has repeatedly asked for wages in front of the community."
161,2022/06/11,,no,offline,,occupation,Henan,Luoyang,2--9,,,female,pay and benefits,hospitality workers,hotel,payment of arrears,,,,,Tier 1,,"A hotel in Luoyang is closing soon. However, the hotel still owes some employees their wages. Four of the employees, who have been owed wages for nine months, waited for two days in front of the hotel building to demand wages from the head of the company."
160,2022/06/17,,no,offline,,group demonstration,Guangdong,Huizhou,10-99,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"The developer of Dongping Oriental Venice was suspected of defaulting on construction payments and wages. Workers went to the project property to demand wages and hold banners to protest. The banner reads 'Strictly implement the ""Regulation on Ensuring Wage Payment to Migrant Workers"", protect the rights of workers in accordance with the law.'"
159,2022/06/17,,yes,offline,,group demonstration,Henan,Zhengzhou,2--9,,,male,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"A property developer in Zhengzhou, Henan has been in arrears with project payments and wages for a year. In the two months after the completion of the project, the workers have been asking for wages from the contractor and the labor service company, but they were unable to get wages. Therefore, workers went to the developer's construction site to ask for wages, and also held up signs and banners to protest."
158,2022/06/12,,yes,offline,,group demonstration,Hubei,Wuhan,10-99,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"A hotel in Wuhan defaulted on construction payments and wages. A group of construction workers went to the hotel to demand wages, holding up signs and banners at the entrance of the hotel to protest."
157,2022/06/26,,yes,offline,,group demonstration,,,2--9,,,,pay and benefits,office workers,clothing company,payment of arrears,,,,,Tier 1,,The clothing brand Meters Bonwe had been in wage arrears for months. Several employees held banners in the office building to protest and demand payment of arrears.
156,2022/06/25,,yes,offline,,group demonstration,Shandong,Qufu,2--9,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"With their deposits frozen, a group of depositors gathered in Dalian Labor Park to protest, holding a banner and signs that read 'Henan banks give me back my deposit' and accusing the village banks in Henan and regulatory authorities of dereliction."
155,2022/06/27,,yes,offline,,group demonstration,Shaanxi,Xianyang,10-99,,,,delayed housing project,property buyers,property developer,government intervention,,,225,,Tier 1,,Property buyers of Sunac Yuhe Chen Yuan held banners to protest against the developer's slow progress in the project. They demanded the government publish information on the bank account with supervised funds as per regulations.
154,2022/07/07,,yes,offline,,group demonstration,,Chongqing,10-99,,,female,verdict/sanction disputes,investors,local government,"government intervention, government accountability",,,"147, 151, 177",Real-name Complaints Movement,Tier 1,,"A group of investors of Guizhou Tianxia Zhonghe Company collectively reported the director and deputy director of the Public Security Bureau of Yuzhong District in Chongqing for suspicion of maliciously framing the chairman of the company, causing him to be wrongly convicted and resulting in major losses for a large number of investors. They demanded the government investigate and punish the police officers."
153,2022/07/01,,no,offline,,group demonstration,Guangxi,Nanning,10-99,,,,"delayed housing project, fraud",property buyers,property developer,,"state violence, expulsion",,,,Tier 1,,"The construction of the Wuxiang Lanting Mansion Zhenyuan project had been stopped for several months. While visiting the construction site, property buyers were blocked by the police, who used violence against them, forced them onto a bus, and drove them away. Protesters accuse the developer of misappropriation of funds."
152,2022/06/14,,yes,offline,,"group demonstration, sign protest",Henan,Zhengzhou,10-99,,,,fraud,property owners,property developer,corporate accountability,,,,,Tier 1,,"In 2017, owners bought properties from the developer and authorized it to manage the properties on their behalf. According to the contract, the developer had to pay rent to the owners but failed to do so as agreed. In 2020, the developer went bankrupt and could not provide a refund. Several owners hung banners from the terrace and accused the developer of fraud."
151,2022/07/05,,yes,offline,,group demonstration,,Chongqing,10-99,,,female,verdict/sanction disputes,investors,local government,"government intervention, government accountability",,,"147, 154, 177",Real-name Complaints Movement,Tier 1,,"A group of investors of Guizhou Tianxia Zhonghe Company collectively reported the director and deputy director of the Public Security Bureau of Yuzhong District in Chongqing for suspicion of maliciously framing the chairman of the company, causing him to be wrongly convicted and resulting in major losses for a large number of investors. They demanded the government investigate and punish the police officers."
150,2022/06/28,,yes,offline,,group demonstration,Hebei,Langfang,10-99,,,,delayed housing project,property buyers,local government,"government intervention, corporate accountability",,,491,,Tier 1,,"A large number of homebuyers gathered in front of the Dachang petition office, shouting slogans, demanding the government intervene in dealing with the shortage of regulatory funds for Yalan Park developers, and demanding developers to fully resume work in order to fulfill the promise of handover on October 30, 2022."
149,2022/07/02,,yes,offline,,group demonstration,Jiangsu,Zhangjiagang,100-999,,,,school district disputes,urban residents,property developer,corporate accountability,state violence,,,,Tier 1,,"Homebuyers of Fun World took to the street with their children to protest against the developer's false advertising of the school district, demanding the project be finished and that the school district be guaranteed. One poster claims that the police even used violence against women and children."
148,2022/07/04,,yes,offline,,sign protest,,Tianjin,1,,,male,food/drug safety,patients,,,,,,,Tier 1,,"A man posted a banner reading ""forced COVID vaccination causes acute leukemia"" and painted ""CanSino COVID vaccine not approved by WHO"" on his van, suggesting that the vaccine is unsafe."
147,2022/07/05,,yes,offline,,group demonstration,,Chongqing,10-99,,,,verdict/sanction disputes,investors,local government,"government intervention, government accountability",,,"151, 154, 177",Real-name Complaints Movement,Tier 1,,"A group of investors of Guizhou Tianxia Zhonghe Company collectively reported the director and deputy director of the Public Security Bureau of Yuzhong District in Chongqing for suspicion of maliciously framing the chairman of the company, causing him to be wrongly convicted and resulting in a loss by a large number of investors. They demanded the government to investigate and punish the police officers."
146,2022/07/04,,yes,offline,,group demonstration,Shaanxi,Xi'an,10-99,,,male,"land rights, corruption",rural residents,local government,government intervention,,,,Real-name Complaints Movement,Tier 1,,"Zhupo villagers accused the former village chief and his family of abusing power in the misappropriation of villagers' collective property and asked higher authorities to intervene, investigate the case, and punish criminal groups."
145,2022/06/16,,no,offline,,group demonstration,Sichuan,Jiangyou,10-99,,,,fraud,property owners,property developer,"government intervention, corporate accountability",monitoring,,,,Tier 1,,"Shop owners in Jiangyou demonstrated in front of Baolong Plaza to protest developer Baolong for ""illegally selling shops"" and failing to pay the shop owners money owed. A video appears to show police arriving on the scene of the demonstration."
