respid,sample,comp,int_date,lang,state,density,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3f_1_other,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,web1j,web1k,sns2a,sns2b,sns2c,sns2d,sns2e,paya,payb,payc,prob,coviddisa,coviddisb,coviddisc,coviddisd,coviddise,device1b,device1c,device1d,books1,books2a,books2b,books2c,gender,age,marital,par,educ2,emplnw,disa,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,income,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
176909,2,1,2/1/2021,1,26,5,U,2,1,2,2, ,2,2, , , ,2,2,2,2, ,2,1,2, , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2, ,2, ,3,3,8,8,3,2,2,2,0, , , ,1,60,6,2,2,6,1,2,2, , , ,2, ,1,2, ,1, , , ,2,1.1286659,.91653
177010,2,1,2/1/2021,1,55,3,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2, ,2,3, ,3,2,2, ,3,2,2,1,1,1,2,1,2,25,1,2,2,2,39,3,1,6,1,2,1,1, , , ,1,3,4,3,9,4,1, , ,2,1.9261536,1.434476
177175,2,1,1/29/2021,1,55,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,1,1,2,2,1,3,1,1, ,3,2,2,2,2,1,1,1,1,1,1,1,1,50,1,2,1,2,46,1,1,6,4,2,2,1, , , ,1, ,8,2, ,5,2, , ,2,1.0516658,.8729987
177270,2,1,1/29/2021,1,23,2,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,1,2,2, ,4,3,3,3,3,3,1,1,1,5,1,2,1,1,37,1,1,6,8,2,2,1,5, , ,4, ,6,3,1,3,2, , ,1,.7213876,.6959564
177277,2,1,1/29/2021,1,47,2,R,2,1,1,1,5,1,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,2,1,2,1,1,1,2,1,2,5,1,2,2,1,73,1,2,3,3,2,2,1, , , ,1, ,5,1, ,2,2, , ,2,.9026836,1.0948105
177353,2,1,1/29/2021,1,55,3,S,2,1,1,1,2,2,1,2, , ,8, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2,2,3,2,2,1,1,2,2,1,2,8,1,2,2,1,70,1,2,6,1,2,2,1, , , ,1, ,9,3,1,2,2, , ,1,.3495444,.4123887
177471,2,1,1/29/2021,1,34,3,S,2,2,1,1,4,1,1,8, , ,1,1,2,1,2,2,8,2, , ,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2, ,4, ,5,3,1, , ,2,2,2,1,1,1,2,1,1,22,1,1,2,2,22,6,2,4,4,2,2,1, , , ,1, ,3,3,2,8,6, , ,2,2.4596811,2.1073703
177502,2,1,1/29/2021,1,13,3,S,2,2,1,1,3,2,2, , , ,1,2,2,1,1,1,1,2, ,3,1, , , , ,2,2,2,2,1,2,1,8,1,2,8, , , , ,3,1, ,2,2,2,2,1,1,1,2,2,2,3,1,2,1,2,59,3,1,3,2,2,2,1, , , ,1, ,4,1, ,1, , , ,2,2.3660378,2.1789272
177584,2,1,2/4/2021,1,41,3, ,2,1,1,2,4,2,1,2, , ,1, , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,4,1,1,1,1,1,2,1,2,99, , , ,9,99,9,9,99,99,9,9,9, , , ,9, ,10,3,2,9,9, , ,2,.3617905,.3946651
177589,2,1,1/29/2021,1,6,5,S,2,2,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,1, , , , ,3,2,2,2,3,1,1,1,1,1,1,1,2,25,1,2,2,2,59,2,2,6,2,2,2,1, , , ,1, ,7,2, ,2,2, , ,2,.6779766,.6583944
177639,2,1,1/30/2021,1,36,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,1, , ,2,2,2,3,1,1,2,1,1,1,2,2,2,1,2,2,1,66,1,2,3,3,1,2,1, , , ,1, ,8,1, ,3,3, , ,1,1.1624563,1.2679229
177660,2,1,2/5/2021,1,12,5,U,2,1,1,1,2,1,2, , , ,1,2,2,2,1,1,2,2, ,3,2,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2, , ,2, ,1,2, , ,4,2,1,1,1,2,2,1,1,3,1,1,2,1,41,6,2,4,1,2,2,1, , , ,1, ,4,4,8,3,3, , ,2,.9813098,.8071433
177728,2,1,1/29/2021,1,19,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,5,5,4,1,1,2,2, ,3,2,1,1,1,2,2,1,1,4,1,2,2,2,50,3,1,5,1,2,2,1, , , ,1, ,4,1, ,4,2, , ,2,1.0820511,.9329951
177918,2,1,2/3/2021,1,48,1, ,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,2,1,2,2,1,2,2,2, ,2, , ,3,2,2,2,3,3,2,2,8,2,1,1,2,3,1,2,1,2,56,1,2,4,1,2,2,1, , , ,1, ,9,1, ,2,2, , ,2,1.0627229,1.0718568
177969,2,1,2/3/2021,1,42,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,1,1,1,2,1,1,1,1, ,2, ,1,1,2,2,2,3,2,2,2,1,1,2,1,2,5,1,1,2,1,56,1,2,8,1,2,2,1, , , ,1, ,9,3,2,5,5, , ,1,.4234925,.4217437
178163,2,1,2/4/2021,1,36,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,3,3,2,2, ,1,1,1,1,1,1,2,1,2,97,1,1,2,2,24,6,2,6,1,2,2,3, , , ,3, ,4,2, ,4,4, , ,2,1.1666621,.9226133
178302,2,1,2/3/2021,1,41,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,1,1,1,2,1,2,2,2, , ,3,3,1,2,2,2,2,1,2,1,1,2,1,1,1,24,1,2,1,2,46,1,1,6,2,2,2,1, , , ,1, ,7,1, ,5,3, , ,2,.8144046,.7363159
178498,2,1,2/3/2021,1,41,2,U,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,2,1,2,2,2,2,2,1, ,1, , ,1,2,2,2,3,1,1,1,1,1,2,1,1,10,1,1,2,2,35,1,1,6,1,2,2,1, , , ,1, ,6,2, ,3,2, , ,2,.8947765,.7503751
178576,2,1,2/4/2021,1,36,3, ,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,1,1,2,2,1,2,2,2, ,2, ,1,2,2,2,1,3,3,2,2,8,1,2,1,1,7,1,2,2,1,28,1,2,6,1,2,2,1, , , ,1, ,10,1, ,2,2, , ,2,.6941189,.5443257
178868,2,1,2/3/2021,1,6,2,U,2,2,2,2, ,2,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2,1, ,2,2,2,2,2,1,1,2,4,1,2,2,2,82,5,2,5,4,1,2,1, , , ,1, ,2,1, ,1, , , ,1,.4643158,1.1209539
179016,2,1,2/3/2021,1,41,2,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1, ,1,1,3,2,2,2, ,3,3,3,3,2,2,1,1,2,2,2,1,2,2,28,2,1,5,1,2,2,1, , , ,1, ,2,3,1,3,2, , ,2,2.2932932,2.0697143
179141,2,1,2/3/2021,1,32,2, ,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,1,2,2,2,2, , ,1, ,2,2,2,2,1,1,1,1,1,1,8,1,1,12,1,1,1,2,68,1,2,5,5,2,2,1, , , ,1, ,9,1, ,2,2, , ,1,.6348519,1.1209539
179259,2,1,2/5/2021,1,48,4,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1, ,4,2, ,3,2,2, ,1,2,2,2,2,2,1,1,2,6,1,2,2,1,56,1,2,6,4,2,2,1, , , ,1, ,9,3,2,3,3, , ,1,.4494502,.4585121
179313,2,1,2/5/2021,1,41,4,S,2,2,1,1,2,1,2, , , ,2,2,1,2, ,1,1,2, ,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2, , , , ,3,2, , ,2,3,2,1,1,1,1,1,1,60,1,1,1,2,40,1,1,6,1,2,9,9, , , ,9, ,4,3,9,4,2, , ,1,1.0731833,.9447882
179362,2,1,2/3/2021,1,42,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,2, ,3,2,2,2,4,2,2,2,1,2,2,1,1,20,1,2,2,1,63,1,2,3,1,2,2,1, , , ,1, ,8,3,1,2,2, , ,1,1.1103825,1.1699276
179499,2,1,2/4/2021,1,26,5,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,1,1,2, , ,2, ,3,2,2,2,3,2,2,2,1,2,1,1,1,1,2,1,2,2,37,1,1,6,1,1,2,1, , , ,1, ,9,2, ,4,2, , ,2,1.1554527,.8896676
179764,2,1,2/3/2021,1,1,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2, , ,1,8,1,2,2, ,3,8,1,1,1,1,1,1,1,4,2,1,8,2,99,1,2,3,4,1,2,1, , , ,1, ,10,1, ,4,4, , ,2,2.0548045,2.1003917
179771,2,1,2/4/2021,1,48,1,R,2,1,1,1,1,1,2, , , ,1,2,2,2,1,1,2,1,acess at work,4,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2, , ,1, ,3,2, , ,4,2,3,2,3,3,2,1,2,4,1,2,2,1,58,6,2,6,1,2,2,1, , , ,1, ,10,4,1,1, , , ,2,.3369964,.3946651
179865,2,1,2/6/2021,1,18,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,1,1,2, , ,2, ,1,2,2,2,1,3,2,1,1,2,2,2,1,5,1,2,2,1,34,6,2,3,4,1,2,5, , , ,5, ,10,2, ,2,2, , ,2,1.6643908,1.2945185
179926,2,1,2/7/2021,1,37,4,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,2,1,2,1,2,1, ,1,1,5,5,2,2,2,2,1,1,1,1,1,1,1,2,12,1,1,1,2,54,1,2,8,2,2,2,1, , , ,1, ,9,3,2,2,2, , ,2,1.0949341,.993953
179980,2,1,2/4/2021,1,48,2,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,1,2,2,1,2, ,1,1, ,5,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,42,3,1,4,4,1,2,1, , , ,1, ,2,1, ,4,3, , ,2,1.0780812,.930063
180118,2,1,2/7/2021,1,36,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2, ,3,5, ,1,2,2, ,3,3,2,3,2,2,2,1,1,15,1,2,1,1,25,6,2,4,4,2,2,1, , , ,1, ,3,3,1,4,3, , ,1,2.0208479,1.7002527
180154,2,1,2/3/2021,1,13,3,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,2,2,2,2,2, , ,2, ,3,2,2,2,3,2,2,1,1,2,2,1,2,20,1,1,2,1,74,6,2,8,3,2,2,1,2,3, ,4, ,6,2, ,2,2, , ,2,.5025219,.6320251
180184,2,1,2/3/2021,1,5,3,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,1, ,3,1,1,1,1,1,1,1,2,25,1,2,1,1,44,1,2,5,1,2,2,1, , , ,1, ,4,2, ,3,3, , ,2,.9855265,.7626495
180325,2,1,2/4/2021,1,42,1,R,2,1,1,1,3,1,1,8, , ,1,2,1,1,2,2,1,2, ,2,1, , , , ,2,2,1,2,2,2,2,2,2,1,2, , ,2, , ,2, ,2,3,3,3,3,2,3,1,1,2,0, , , ,1,74,1,2,3,3,2,2,1, , , ,1, ,7,1, ,2,2, , ,1,.9078804,1.2404976
180421,2,1,2/3/2021,1,6,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,1,2,2,2,1,2, ,5,2,5,1,2,2,2,3,1,1,1,1,1,2,1,2,8,1,2,2,1,23,6,2,6,1,2,1,1, , , ,1,1,8,3,2,2,2, , ,2,.4907854,.4280209
180634,2,1,2/4/2021,1,55,3,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2, ,1, ,1,2,2, ,4,1,1,1,1,1,1,1,1,20,1,1,2,1,56,1,2,8,2,2,2,1, , , ,1, ,8,2, ,2,2, , ,2,.4074795,.3946651
180736,2,1,2/3/2021,1,26,4,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1, ,2,2,5,1,2,2, ,3,2,1,2,1,1,1,1,1,5,2,2,1,1,53,1,2,6,1,2,2,3, , , ,3, ,7,3,8,4,4, , ,1,.8891332,.754463
180850,2,1,2/3/2021,1,24,4,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,3, , ,2,2,2,4,3,3,3,1,3,1,2,2,12,1,2,2,2,78,3,2,6,3,2,2,1, , , ,1, ,4,3,2,1, , , ,1,.3725514,.9212168
180868,2,1,2/3/2021,1,34,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2, , ,2, ,4,2,2, ,2,3,3,3,3,3,2,1,2,6,1,2,2,2,67,1,2,5,3,2,2,1, , , ,1, ,9,4,9,2,2, , ,2,.7480371,1.3416672
180912,2,1,2/6/2021,2,30,1,R,2,1,1,1,1,1,1,1,1, ,1,1,1,1,1,2,1,2, ,1,1, , , , ,1,1,1,1,1,1,1,2,2,1,2,3,3,1,3,1,1, ,2,1,1,1,1,1,1,1,2,1,0, , , ,1,27,6,1,3,1,2,1,7, , , ,5,3,5,3,2,4,2, , ,2,2.4596811,2.1906162
180969,2,1,2/3/2021,1,49,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,3,2,2, ,2,1,1,1,1,1,1,1,2,25,1,2,2,2,39,1,1,5,2,2,2,1, , , ,1, ,7,3,1,5,2, , ,1,.9855615,.8804654
181019,2,1,2/4/2021,1,37,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,2,1,2,1,2,1,1,3,1,3,2,2,2,3,1,1,1,1,1,1,1,1,3,1,2,2,1,20,6,2,3,4,2,2,1, , , ,1, ,7,2, ,4,3, , ,2,.9707731,.7520978
181391,2,1,2/3/2021,1,39,5,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2, ,2,2, ,1,2,2, ,3,1,2,1,1,1,1,1,2,6,1,2,2,1,48,6,2,4,1,2,2,1, , , ,1, ,7,2, ,1, , , ,2,.9863845,.8173364
181561,2,1,2/3/2021,1,39,2,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,3, ,2,2,2,2,3,2,2,1,1,1,1,1,2,8,1,2,2,2,58,3,2,3,1,2,2,1, , , ,1, ,10,1, ,2,2, , ,1,2.0645747,2.1156121
181877,2,1,2/3/2021,1,53,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,2,2,2,2,2,1,5, ,2, ,1,2,2,2,2,2,2,1,1,2,2,1,2,6,2,2,2,1,62,1,2,6,1,2,2,1, , , ,1, ,7,3,2,2,2, , ,1,.337806,.3946651
181895,2,1,2/3/2021,1,6,5,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,2,1,1,1,2,3,1,2,5,3,2,2,2,1,2,2,1,1,1,2,1,1,8,2,1,2,1,23,6,2,6,4,2,2,3, , , ,3, ,9,3,8,3,3, , ,1,.6880638,.591097
182254,2,1,2/3/2021,1,23,2,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,1,2,2,2, , , , ,3,2,2,2,3,2,2,1,1,2,1,1,2,97,1,2,1,1,72,6,2,8,3,2,2,1, , , ,1, ,5,2, ,1, , , ,2,.3175802,.4405955
182552,2,1,2/3/2021,1,19,3,U,2,2,1,1,1,1,2, , , ,1,2,1,2,1,1,2,2, ,3,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2, ,3,1, ,1,1, , ,4,1,1,1,1,1,1,1,2,10,1,1,2,2,32,2,1,3,4,2,1,5, , , ,5,1,3,3,1,4,2, , ,2,2.4596811,2.0317717
182574,2,1,2/3/2021,1,56,1,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,1,2,2,2,2, , ,1, ,3,1,2,2,2,1,1,1,1,1,1,1,2,96,1,2,2,2,60,1,2,6,4,2,2,1, , , ,1, ,5,3,2,2,2, , ,1,.5657917,.6086443
182626,2,1,2/5/2021,1,18,3,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1, ,2,2,2, ,4,1,1,1,1,1,1,1,1,97,2,1,1,2,49,1,1,8,1,2,2,1, , , ,1, ,8,3,2,3,2, , ,2,1.0561849,.8248745
182699,2,1,2/3/2021,1,48,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,1,2,1,2,2,2, ,2,2,1,3,2,2,2,3,3,3,3,2,3,2,1,1,30,1,2,2,1,38,3,2,6,1,2,2,4, , , ,5, ,9,3,8,1, , , ,2,.7612909,.6971343
182858,2,1,2/3/2021,1,26,3,S,2,1,1,1,2,2,2, , , ,1,2,2,2,1,1,2,2, ,4,1, , , , ,2,1,2,1,2,2,2,2,2,2,2, ,5, ,2, ,2, ,2,4,2,1,1,1,1,2,1,1,0, , , ,1,21,6,2,3,1,2,2,1, , , ,1, ,3,3,2,1, , , ,2,1.0446425,.7575479
183080,2,1,2/3/2021,1,29,1,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2, , , , ,5,2,2, ,3,3,8,8,2,3,2,1,2,2,1,2,2,1,47,1,1,3,1,2,2,1, , , ,1, ,4,3,9,8,3, , ,2,1.4946008,1.3300423
183120,2,1,2/3/2021,1,35,3,U,2,2,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,1,2,2,2,2, , , , ,2,2,2,2,2,1,1,1,1,1,2,1,2,4,1,2,2,2,62,1,2,4,2,2,2,1, , , ,1, ,7,1, ,3,3, , ,1,1.2138911,1.0218522
183387,2,1,2/4/2021,1,13,3,U,2,2,1,1,2,2,1,2, , ,2, , , , , , , , , ,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2, , , , ,5,2,2, ,3,1,1,1,1,1,2,1,2,20,2,1,2,2,62,3,2,7,1,2,2,2, , , ,2, ,6,2, ,1, , , ,2,.5933861,.5349388
183469,2,1,2/3/2021,1,20,4,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2, , ,1,1,1,1,1, ,3,3,3,2,1,3,1,1,1,3,1,2,2,2,30,1,1,4,1,2,2,1, , , ,1, ,2,1, ,5,2, , ,2,2.4596811,2.2723671
183835,2,1,2/3/2021,1,40,1,R,2,1,1,2,2,2,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,5,2,2, ,3,2,3,2,1,2,2,1,2,36,1,2,2,1,43,3,2,6,3,1,2,1, , , ,1, ,6,4,8,1, , , ,2,.700767,.6078409
183838,2,1,2/3/2021,1,22,2,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,5, ,5,2,2,2,3,2,2,1,1,2,2,2,2,3,1,2,2,1,60,1,2,3,1,2,2,2, , , ,2, ,6,2, ,2,2, , ,1,.8096793,.7487006
183920,2,1,2/3/2021,1,48,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,2,2,1,2,2,1,2,2,2,1, , , ,3,2,2,2,4,2,1,1,1,1,1,1,1,36,1,2,2,1,54,1,1,8,1,2,2,1, , , ,1, ,9,1, ,4,2, , ,2,.7323726,.6610388
183929,2,1,2/3/2021,1,36,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2, ,1,1, ,4,2,2, ,3,1,1,1,1,1,1,1,1,9,1,2,1,2,30,1,1,8,1,2,2,2, , , ,2, ,8,2, ,3,2, , ,2,1.8922977,1.4662541
184160,2,1,2/3/2021,1,13,2,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,8,1,1,1,1,1,1,2,1,1,2,1,2,1,3,4,3,3,2,2, ,2,3,3,1,8,2,1,1,1,8,1,2,1,1,25,6,2,8,1,2,2,1, , , ,1, ,6,4,8,2,2, , ,2,.5734829,.4700076
184450,2,1,2/3/2021,1,10,2,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,1, , ,1, ,5,2,2,2,4,1,8,8,1,1,1,1,2,0, , , ,2,76,3,2,3,3,2,2,1, , , ,1, ,6,2, ,1, , , ,1,.9629045,2.2723671
184500,2,1,2/3/2021,1,12,2,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2, , ,4, , ,2,2, ,4,1,1,1,1,1,2,2,2,13,1,2,2,2,28,3,2,6,1,2,2,1, , , ,1, ,4,1, ,1, , , ,2,1.0639224,.9155135
184532,2,1,2/8/2021,1,5,3,U,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,2,1,2,2,2,2,2,2, ,4, , ,4,2,2,2,3,2,2,2,1,1,1,1,2,12,2,1,2,2,71,1,2,3,3,2,2,1, , , ,1, ,9,2, ,3,3, , ,1,1.7274714,2.2723671
184683,2,1,2/3/2021,1,36,5,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,2,1,2,2,2,1,5,1, ,4,2,2,2,4,1,1,1,1,2,1,1,2,2,1,2,1,1,68,6,2,8,1,2,2,1, , , ,1, ,8,2, ,1, , , ,1,.3110796,.4837356
184700,2,1,2/3/2021,1,29,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,2,1,2,1,2,1,4,3, ,2,2,2,2,4,1,1,1,1,1,1,1,1,97,1,1,1,1,51,1,1,8,1,2,2,1, , , ,1, ,8,3,9,4,2, , ,2,.8829625,.7635732
184757,2,1,2/3/2021,1,6,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,1,1,1,2,1,1,4,1, ,1,2,1,2,2,2,2,2,1,1,1,1,1,4,1,2,2,1,52,1,1,8,1,2,2,6, , , ,5, ,9,1, ,4,2, , ,1,.9123504,.9498743
184937,2,1,2/3/2021,1,4,1,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2, , ,5, ,1,2,2, ,1,1,1,1,1,1,1,1,1,10,1,1,1,1,26,6,2,4,7,2,2,1, , , ,1, ,3,1, ,1, , , ,2,1.3772623,1.1451064
185096,2,1,2/3/2021,1,12,5,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,2,1,2,2,2,3,3,1, ,2,2,2,2,3,1,1,1,1,2,1,1,1,2,1,2,2,1,76,1,2,6,3,2,2,1, , , ,1, ,8,2, ,2,2, , ,1,.3234374,.4333079
185171,2,1,2/3/2021,1,12,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,2,1,1,1,2,3,3,1,4,1,1,2,1,3,1,1,1,1,1,2,1,1,15,1,1,1,1,25,6,2,5,1,1,2,1, , , ,1, ,2,4,8,2,2, , ,2,1.6197416,1.2548401
185623,2,1,2/4/2021,1,27,2,S,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2, , , , , ,2,2, ,3,2,3,2,1,1,2,1,1,12,1,1,2,2,32,1,2,7,1,2,2,1, , , ,1, ,9,1, ,2,2, , ,2,1.14488,.9221477
185632,2,1,2/3/2021,1,48,5,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,1,1,1,1,2,2,1,2,20,1,1,1,1,80,1,2,8,2,2,2,1, , , ,1, ,9,2, ,2,2, , ,1,.3234374,.4333079
185764,2,1,2/3/2021,1,16,1,R,2,1,1,1,2,1,2, , , ,1,2,2,2,1,1,1,2, ,5,1, , , , ,1,1,1,1,1,2,2,2,1,2,2,1,1,1,3,2,2, ,2,2,2,2,1,1,2,2,2,2,10,1,2,1,1,31,6,2,6,1,2,2,1, , , ,1, ,5,8,1,1, , , ,2,.5614908,.4449434
186020,2,1,2/5/2021,1,56,1,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,2,2,2,1,1,2,1,1,2,50,1,1,1,1,46,1,2,6,1,2,2,1, , , ,1, ,8,3,1,2,2, , ,2,.6254105,.5699789
186252,2,1,2/3/2021,1,18,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,1, ,3,2,2,2,2,2,2,2,1,2,1,1,2,4,1,2,1,1,61,5,2,6,1,2,2,1, , , ,1, ,8,1, ,1, , , ,2,.405736,.4027157
186414,2,1,2/3/2021,1,6,2,U,2,2,1,1,2,1,2, , , ,1,2,2,2,1,1,2,1,in school,6,1, , , , ,2,1,2,1,1,2,2,2,2,2,2, ,1, ,5,1,2, ,2,3,2,2,3,2,3,1,2,1,2,2,2,1,2,22,6,2,4,2,2,1,7, , , ,5,1,2,4,2,1, , , ,2,2.4596811,2.2723671
