Entity,Code,Year,age-standardized_death_rate_per_100k_male,age-standardized_death_rate_per_100k_female
Israel,ISR,1991,28.55,8.66
Israel,ISR,1992,27.57,8.82
Israel,ISR,1993,31.74,10.31
Israel,ISR,1994,31.56,10.11
Israel,ISR,1995,31.01,11.33
Israel,ISR,1996,29.58,8.97
Israel,ISR,1997,29.35,9.88
Israel,ISR,1998,30.06,8.82
Israel,ISR,1999,29.85,9.19
Israel,ISR,2000,29.69,10.59
Israel,ISR,2001,30.18,9.99
Israel,ISR,2002,30.79,10.27
Israel,ISR,2003,29.13,10.36
Israel,ISR,2004,30.86,10.04
Israel,ISR,2005,28.14,10.32
Israel,ISR,2006,30.54,10.84
Israel,ISR,2007,28.9,10.53
Israel,ISR,2008,28.65,10.13
Israel,ISR,2009,27.73,10.39
Israel,ISR,2010,30.83,11.1
Israel,ISR,2011,28.23,12.12
Israel,ISR,2012,27.42,10.75
Israel,ISR,2013,27.97,10.58
Israel,ISR,2014,28.1,11.48
Israel,ISR,2015,26.85,10.91
Israel,ISR,2016,25.81,10.11
Israel,ISR,2017,24.1,9.28
Israel,ISR,2018,23.79,9.84
Italy,ITA,1951,10.25,2.84
Italy,ITA,1952,11.58,2.99
Italy,ITA,1953,12.98,3.2
Italy,ITA,1954,14.9,3.24
Italy,ITA,1955,15.71,3.64
Italy,ITA,1956,17.78,3.81
Italy,ITA,1957,18.93,3.76
Italy,ITA,1958,19.73,3.93
Italy,ITA,1959,21.16,3.76
Italy,ITA,1960,23.01,4.42
Italy,ITA,1961,24.32,4.43
Italy,ITA,1962,25.93,4.35
Italy,ITA,1963,26.97,4.67
Italy,ITA,1964,30.18,4.89
Italy,ITA,1965,31.5,4.95
Italy,ITA,1966,33.08,5.27
Italy,ITA,1967,35.18,5.06
Italy,ITA,1968,37.73,5.13
Italy,ITA,1969,39.9,5.3
Italy,ITA,1970,39.78,5.22
Italy,ITA,1971,43.05,5.18
Italy,ITA,1972,44.26,5.57
Italy,ITA,1973,46.36,5.86
Italy,ITA,1974,46.76,5.84
Italy,ITA,1975,48.26,6
Italy,ITA,1976,50.67,6.27
Italy,ITA,1977,52.27,6.5
Italy,ITA,1978,54.43,6.29
Italy,ITA,1979,56.72,6.63
Italy,ITA,1980,59.24,6.71
Italy,ITA,1981,58.54,6.87
Italy,ITA,1982,62.04,7.06
Italy,ITA,1983,63.38,7.36
Italy,ITA,1984,63.5,7.53
Italy,ITA,1985,64.89,7.68
Italy,ITA,1986,63.59,8.11
Italy,ITA,1987,66.16,8.04
Italy,ITA,1988,66.36,8.23
Italy,ITA,1989,64.94,8.34
Italy,ITA,1990,63.72,8.33
Italy,ITA,1991,63.48,8.34
Italy,ITA,1992,63.22,9.04
Italy,ITA,1993,62.41,8.84
Italy,ITA,1994,61.3,8.89
Italy,ITA,1995,59.68,9.08
Italy,ITA,1996,58.72,9.25
Italy,ITA,1997,57.62,9.07
Italy,ITA,1998,56.91,9.26
Italy,ITA,1999,55.93,9.2
Italy,ITA,2000,54.03,9.71
Italy,ITA,2001,53.47,9.81
Italy,ITA,2002,51.94,10.17
Italy,ITA,2003,50.7,9.83
Italy,ITA,2004,48.76,10.16
Italy,ITA,2005,47.74,10.14
Italy,ITA,2006,46.7,10.42
Italy,ITA,2007,45.54,10.77
Italy,ITA,2008,44.28,10.87
Italy,ITA,2009,43.36,11.08
Italy,ITA,2010,42.5,11.19
Italy,ITA,2011,41.96,11.74
Italy,ITA,2012,40.47,11.7
Italy,ITA,2013,38.89,11.83
Italy,ITA,2014,37.39,11.91
Italy,ITA,2015,36.9,12.17
Italy,ITA,2016,35.62,12.21
Italy,ITA,2017,34.76,12.43
Jamaica,JAM,1960,15.57,4.97
Jamaica,JAM,1961,15.58,3.95
Jamaica,JAM,1965,14.45,4.02
Jamaica,JAM,1967,14.26,4.68
Jamaica,JAM,1977,19.49,6.5
Jamaica,JAM,1980,13.01,3.68
Jamaica,JAM,1981,16.35,4.58
Jamaica,JAM,1982,21.79,4.99
Jamaica,JAM,1983,20.7,4.06
Jamaica,JAM,1984,31.96,6.88
Jamaica,JAM,1985,20.17,5.21
Jamaica,JAM,1986,19.29,4.4
Jamaica,JAM,1987,22.42,5.43
Jamaica,JAM,1988,20.38,4.54
Jamaica,JAM,1989,22.87,5.04
Jamaica,JAM,1990,21.02,5.27
Jamaica,JAM,1991,21.78,6.13
Jamaica,JAM,2000,26.73,4.98
Jamaica,JAM,2001,25.78,5.4
Jamaica,JAM,2002,19.42,4.29
Jamaica,JAM,2003,23.33,5.07
Jamaica,JAM,2004,22.85,5.74
Jamaica,JAM,2005,25.68,5.56
Jamaica,JAM,2006,23.89,6.1
Jamaica,JAM,2009,27.76,5.56
Jamaica,JAM,2010,20.55,5.48
Jamaica,JAM,2011,22.15,6.57
Jamaica,JAM,2012,22.57,4.81
Jamaica,JAM,2013,22.78,6.24
Jamaica,JAM,2014,21.26,6.63
Japan,JPN,1950,2.91,1.04
Japan,JPN,1951,2.9,1.2
Japan,JPN,1952,3.75,1.47
Japan,JPN,1953,4.19,1.52
Japan,JPN,1954,5.26,1.97
Japan,JPN,1955,6.24,2.29
Japan,JPN,1956,7.49,2.75
Japan,JPN,1957,8.02,2.93
Japan,JPN,1958,9.08,3.57
Japan,JPN,1959,10.11,3.64
Japan,JPN,1960,10.88,3.88
Japan,JPN,1961,11.43,4.33
Japan,JPN,1962,12.31,4.53
Japan,JPN,1963,13.19,4.64
Japan,JPN,1964,13.85,4.82
Japan,JPN,1965,14.44,5.2
Japan,JPN,1966,15.24,5.48
Japan,JPN,1967,16.1,5.45
Japan,JPN,1968,16.63,5.58
Japan,JPN,1969,17.65,5.89
Japan,JPN,1970,17.87,5.84
Japan,JPN,1971,18.8,5.84
Japan,JPN,1972,19.91,6.27
Japan,JPN,1973,20.44,6.35
Japan,JPN,1974,21.61,6.4
Japan,JPN,1975,22.29,6.7
Japan,JPN,1976,23.51,7.09
Japan,JPN,1977,24.85,7.25
Japan,JPN,1978,25.77,7.65
Japan,JPN,1979,27.21,7.66
Japan,JPN,1980,28.05,8.12
Japan,JPN,1981,29.39,8.29
Japan,JPN,1982,30.04,8.62
Japan,JPN,1983,31.21,8.77
Japan,JPN,1984,32.33,9.07
Japan,JPN,1985,33,9.03
Japan,JPN,1986,32.7,9.08
Japan,JPN,1987,34.06,9.28
Japan,JPN,1988,34.8,9.44
Japan,JPN,1989,35.81,9.63
Japan,JPN,1990,35.87,9.31
Japan,JPN,1991,36.14,9.58
Japan,JPN,1992,36.5,9.88
Japan,JPN,1993,36.76,9.71
Japan,JPN,1994,37.22,9.91
Japan,JPN,1995,37.87,10.07
Japan,JPN,1996,38.39,10.21
Japan,JPN,1997,37.74,10.07
Japan,JPN,1998,37.77,10.2
Japan,JPN,1999,37.56,10.08
Japan,JPN,2000,37.04,10
Japan,JPN,2001,36.44,9.89
Japan,JPN,2002,36.24,9.56
Japan,JPN,2003,35.4,9.03
Japan,JPN,2004,36.14,9.37
Japan,JPN,2005,35.75,9.52
Japan,JPN,2006,35.31,9.5
Japan,JPN,2007,35.28,9.47
Japan,JPN,2008,34.91,9.48
Japan,JPN,2009,34.11,9.26
Japan,JPN,2010,34.13,9.35
Japan,JPN,2011,33.54,9.26
Japan,JPN,2012,32.97,9.23
Japan,JPN,2013,32.55,9.22
Japan,JPN,2014,31.93,9.18
Japan,JPN,2015,31.52,9
Japan,JPN,2016,30.28,8.86
Japan,JPN,2017,29.59,8.36
Japan,JPN,2018,28.54,8.54
Japan,JPN,2019,28.35,8.38
Jordan,JOR,2008,19.27,3.17
Jordan,JOR,2009,17.37,4.22
Jordan,JOR,2010,18.16,4.33
Jordan,JOR,2011,19.44,4.04
Jordan,JOR,2012,18.32,4.1
Jordan,JOR,2015,15.25,5.04
Jordan,JOR,2016,16.02,3.63
Jordan,JOR,2017,16.43,3.57
Jordan,JOR,2018,15.08,4.22
Kazakhstan,KAZ,1981,59.14,8.59
Kazakhstan,KAZ,1982,56.56,8.84
Kazakhstan,KAZ,1985,64.06,9.29
Kazakhstan,KAZ,1986,67.46,9.72
Kazakhstan,KAZ,1987,68.56,8.87
Kazakhstan,KAZ,1988,70.13,10.32
Kazakhstan,KAZ,1989,73.1,10.47
Kazakhstan,KAZ,1990,75.62,10.49
Kazakhstan,KAZ,1991,74.32,10.65
Kazakhstan,KAZ,1992,74.93,9.63
Kazakhstan,KAZ,1993,73.25,9.56
Kazakhstan,KAZ,1994,67.52,9.22
Kazakhstan,KAZ,1995,68.14,9.26
Kazakhstan,KAZ,1996,66.15,9.55
Kazakhstan,KAZ,1997,63.6,9.34
Kazakhstan,KAZ,1998,66.44,9.04
Kazakhstan,KAZ,1999,61.02,9.22
Kazakhstan,KAZ,2000,61.22,8.75
Kazakhstan,KAZ,2001,56.25,8.53
Kazakhstan,KAZ,2002,56.36,8.46
Kazakhstan,KAZ,2003,55.96,8.2
Kazakhstan,KAZ,2004,52.63,6.96
Kazakhstan,KAZ,2005,52.12,7.66
Kazakhstan,KAZ,2006,48.53,7.15
Kazakhstan,KAZ,2007,49.11,6.29
Kazakhstan,KAZ,2008,45.66,7
Kazakhstan,KAZ,2009,45.49,6.44
Kazakhstan,KAZ,2010,43.47,5.9
Kazakhstan,KAZ,2011,39.98,6.04
Kazakhstan,KAZ,2012,39.9,6.05
Kazakhstan,KAZ,2013,39.94,5.58
Kazakhstan,KAZ,2014,34.61,5.59
Kazakhstan,KAZ,2015,33.33,5.16
Kazakhstan,KAZ,2016,30.97,4.96
Kazakhstan,KAZ,2017,28.27,4.47
Kazakhstan,KAZ,2018,27.43,4.15
Kazakhstan,KAZ,2019,25.45,4.01
Kazakhstan,KAZ,2020,24.65,4.26
Kuwait,KWT,1972,14.57,15.44
Kuwait,KWT,1975,21.12,5.85
Kuwait,KWT,1976,22.15,3.19
Kuwait,KWT,1977,27.75,2.78
Kuwait,KWT,1978,23.21,3.32
Kuwait,KWT,1979,26.69,8.42
Kuwait,KWT,1980,27.96,10.43
Kuwait,KWT,1981,18.74,8
Kuwait,KWT,1982,32.55,10.39
Kuwait,KWT,1983,29.38,8.76
Kuwait,KWT,1984,29.21,10.54
Kuwait,KWT,1985,32.44,7.52
Kuwait,KWT,1986,24.26,8.77
Kuwait,KWT,1987,22.17,5.17
Kuwait,KWT,1993,14.51,10.51
Kuwait,KWT,1994,13.03,6.32
Kuwait,KWT,1995,22.09,9.55
Kuwait,KWT,1996,20.46,6.23
Kuwait,KWT,1997,21.96,12.04
Kuwait,KWT,1998,17.84,10.58
Kuwait,KWT,1999,12.14,2.91
Kuwait,KWT,2000,19.76,6.01
Kuwait,KWT,2001,10.79,4.97
Kuwait,KWT,2002,13.33,3.7
Kuwait,KWT,2003,17.6,7.34
Kuwait,KWT,2004,18.6,3.37
Kuwait,KWT,2005,12.77,11.51
Kuwait,KWT,2006,16.31,9.93
Kuwait,KWT,2007,13.51,6.52
Kuwait,KWT,2008,9.35,5.6
Kuwait,KWT,2009,9.43,4.7
Kuwait,KWT,2010,10.46,4.54
Kuwait,KWT,2011,10.35,3.36
Kuwait,KWT,2012,12.1,5.54
Kuwait,KWT,2013,11.24,5.16
Kuwait,KWT,2014,12.49,4.46
Kuwait,KWT,2015,11.85,4.87
Kuwait,KWT,2016,10.19,4.13
Kuwait,KWT,2017,11.99,4.69
Kuwait,KWT,2018,7.83,4.01
Kuwait,KWT,2019,10.1,3.71
Kyrgyzstan,KGZ,1981,30.03,4.65
Kyrgyzstan,KGZ,1982,35.19,4.45
Kyrgyzstan,KGZ,1985,33.75,3.8
Kyrgyzstan,KGZ,1986,35.56,4.99
Kyrgyzstan,KGZ,1987,34.86,5.88
Kyrgyzstan,KGZ,1988,37.78,6.37
Kyrgyzstan,KGZ,1989,42.1,5.21
Kyrgyzstan,KGZ,1990,38.6,6.97
Kyrgyzstan,KGZ,1991,39.92,5.97
Kyrgyzstan,KGZ,1992,38.82,6.22
Kyrgyzstan,KGZ,1993,30.07,4.89
Kyrgyzstan,KGZ,1994,27.89,5.5
Kyrgyzstan,KGZ,1995,28.4,4.31
Kyrgyzstan,KGZ,1996,26.55,4.55
Kyrgyzstan,KGZ,1997,26.34,5.14
Kyrgyzstan,KGZ,1998,24.71,4.7
Kyrgyzstan,KGZ,1999,24.59,4
Kyrgyzstan,KGZ,2000,22.45,5.5
Kyrgyzstan,KGZ,2001,21.91,5.32
Kyrgyzstan,KGZ,2002,24.47,4.72
Kyrgyzstan,KGZ,2003,24.36,5.35
Kyrgyzstan,KGZ,2004,22.55,5.09
Kyrgyzstan,KGZ,2005,22.42,4.51
Kyrgyzstan,KGZ,2006,21.7,4.98
Kyrgyzstan,KGZ,2007,19.06,4.31
Kyrgyzstan,KGZ,2008,18.49,4.17
Kyrgyzstan,KGZ,2009,22.91,4.86
Kyrgyzstan,KGZ,2010,22.75,5.21
Kyrgyzstan,KGZ,2011,21.32,4.48
Kyrgyzstan,KGZ,2012,21.01,4.1
Kyrgyzstan,KGZ,2013,23.19,5.36
Kyrgyzstan,KGZ,2014,25.24,4.5
Kyrgyzstan,KGZ,2015,20.58,4.93
Kyrgyzstan,KGZ,2016,20.85,5.85
Kyrgyzstan,KGZ,2017,21.2,4.55
Kyrgyzstan,KGZ,2018,22.41,4.85
Kyrgyzstan,KGZ,2019,19.25,4.8
Latvia,LVA,1980,56.43,6.19
Latvia,LVA,1981,55.46,6.31
Latvia,LVA,1982,62.98,6.63
Latvia,LVA,1983,62.37,6.62
Latvia,LVA,1984,61.3,6.77
Latvia,LVA,1985,63.66,7.15
Latvia,LVA,1986,67.85,8.36
Latvia,LVA,1987,68.65,8
Latvia,LVA,1988,70.42,6.98
Latvia,LVA,1989,68.99,7.98
Latvia,LVA,1990,67.73,7.36
Latvia,LVA,1991,74.93,7.41
Latvia,LVA,1992,71.58,6.91
Latvia,LVA,1993,67.04,7.24
Latvia,LVA,1994,71.85,6.52
Latvia,LVA,1995,66.61,6.89
Latvia,LVA,1996,68.16,7.17
Latvia,LVA,1997,62.94,6.89
Latvia,LVA,1998,63.76,7.06
Latvia,LVA,1999,68.02,7.02
Latvia,LVA,2000,61.66,6.82
Latvia,LVA,2001,67.42,7.16
Latvia,LVA,2002,62.97,7
Latvia,LVA,2003,61.66,7.58
Latvia,LVA,2004,62.59,6.55
Latvia,LVA,2005,60.55,8.03
Latvia,LVA,2006,66.39,8.13
Latvia,LVA,2007,59.32,8.34
Latvia,LVA,2008,59.47,6.04
Latvia,LVA,2009,59.12,7.1
Latvia,LVA,2010,57.6,7.26
Latvia,LVA,2011,55.81,7.85
Latvia,LVA,2012,54.22,8.09
Latvia,LVA,2013,53.67,8.08
Latvia,LVA,2014,51.76,7.26
Latvia,LVA,2015,45.62,8.57
Latvia,LVA,2016,49.58,7.25
Latvia,LVA,2017,52.1,7.99
Latvia,LVA,2018,46.46,8.72
Latvia,LVA,2019,46.77,7.48
Latvia,LVA,2020,47.76,8.55
Lebanon,LBN,2019,18.01,8.25
Lithuania,LTU,1981,56.88,5.57
Lithuania,LTU,1982,56.28,5.92
Lithuania,LTU,1985,59.13,6.53
Lithuania,LTU,1986,60.71,5.89
Lithuania,LTU,1987,62.8,5.66
Lithuania,LTU,1988,64.55,6.16
Lithuania,LTU,1989,65.02,6.39
Lithuania,LTU,1990,66.63,6.89
Lithuania,LTU,1991,70.43,6.73
Lithuania,LTU,1992,68.46,5.66
Lithuania,LTU,1993,67.98,7.03
Lithuania,LTU,1994,69.67,5.77
Lithuania,LTU,1995,68.85,6.39
Lithuania,LTU,1996,65.8,6.01
Lithuania,LTU,1997,63.25,6.24
Lithuania,LTU,1998,66,5.24
Lithuania,LTU,1999,64.56,6.53
Lithuania,LTU,2000,59.91,5.89
Lithuania,LTU,2001,61.65,6.75
Lithuania,LTU,2002,60.63,5.56
Lithuania,LTU,2003,59.4,6.88
Lithuania,LTU,2004,56.84,6.48
Lithuania,LTU,2005,55.13,6.47
Lithuania,LTU,2006,59.25,6.75
Lithuania,LTU,2007,58.94,5.99
Lithuania,LTU,2008,55.42,6.47
Lithuania,LTU,2009,54.93,6.88
Lithuania,LTU,2010,53.18,5.44
Lithuania,LTU,2011,55.5,5.7
Lithuania,LTU,2012,51.95,7.21
Lithuania,LTU,2013,49.99,7.19
Lithuania,LTU,2014,50.49,7.13
Lithuania,LTU,2015,51.2,6.57
Lithuania,LTU,2016,47.66,6.99
Lithuania,LTU,2017,44.18,7.48
Lithuania,LTU,2018,42.81,6.99
Lithuania,LTU,2019,44.87,7.53
Lithuania,LTU,2020,42.2,7.33
Luxembourg,LUX,1967,68.05,5.34
Luxembourg,LUX,1968,70.32,3.62
Luxembourg,LUX,1969,61.2,4.15
Luxembourg,LUX,1970,77.05,3.84
Luxembourg,LUX,1971,74.35,4.24
Luxembourg,LUX,1972,68.61,8.61
Luxembourg,LUX,1973,74.46,4.21
Luxembourg,LUX,1974,59.69,4.14
Luxembourg,LUX,1975,73.26,6.34
Luxembourg,LUX,1976,76.11,6.45
Luxembourg,LUX,1977,80.35,5.25
Luxembourg,LUX,1978,74.18,6.39
Luxembourg,LUX,1979,74.67,8.05
Luxembourg,LUX,1980,77.25,9.03
Luxembourg,LUX,1981,80.67,5.94
Luxembourg,LUX,1982,82.3,4.28
Luxembourg,LUX,1983,80.29,7.4
Luxembourg,LUX,1984,76.48,11.5
Luxembourg,LUX,1985,76.79,11.05
Luxembourg,LUX,1986,83.05,6.72
Luxembourg,LUX,1987,77.09,9.44
Luxembourg,LUX,1988,82.43,8.52
Luxembourg,LUX,1989,71,10.74
Luxembourg,LUX,1990,69.33,9.47
Luxembourg,LUX,1991,63.71,10.06
Luxembourg,LUX,1992,70.67,10.53
Luxembourg,LUX,1993,69.36,9.06
Luxembourg,LUX,1994,58.72,12.41
Luxembourg,LUX,1995,67.98,10.62
Luxembourg,LUX,1996,62.72,10.83
Luxembourg,LUX,1997,60.61,15.7
Luxembourg,LUX,1998,59.56,12.66
Luxembourg,LUX,1999,53.35,14.38
Luxembourg,LUX,2000,54.82,12.09
Luxembourg,LUX,2001,46.98,11.96
Luxembourg,LUX,2002,50.36,9.03
Luxembourg,LUX,2003,52.65,16.52
Luxembourg,LUX,2004,46.86,11.43
Luxembourg,LUX,2005,43.34,14.22
Luxembourg,LUX,2006,44.74,11.88
Luxembourg,LUX,2007,47.69,20.33
Luxembourg,LUX,2008,33.03,10.96
Luxembourg,LUX,2009,45.11,15.27
Luxembourg,LUX,2010,39.72,13.03
Luxembourg,LUX,2011,37.74,14.67
Luxembourg,LUX,2012,38.23,18.04
Luxembourg,LUX,2013,33.02,13.39
Luxembourg,LUX,2014,40.47,16.54
Luxembourg,LUX,2015,33.41,14.59
Luxembourg,LUX,2016,38.14,14.24
Luxembourg,LUX,2017,28.7,18.41
Luxembourg,LUX,2018,23.37,10.19
Luxembourg,LUX,2019,25.26,13.78
Maldives,MDV,2000,0,0
Maldives,MDV,2001,0,0
Maldives,MDV,2002,0,0
Maldives,MDV,2003,0,0
Maldives,MDV,2004,2.61,0.83
Maldives,MDV,2005,2.47,4
Maldives,MDV,2007,4.08,2.3
Maldives,MDV,2008,6.67,1.34
Maldives,MDV,2010,6.71,1.15
Maldives,MDV,2011,13.2,2.84
Maldives,MDV,2012,7.35,5.6
Maldives,MDV,2013,10.89,3.78
Maldives,MDV,2014,6.32,0.82
Maldives,MDV,2015,5.78,0.98
Maldives,MDV,2016,2.13,2.82
Maldives,MDV,2017,2.73,0.74
Maldives,MDV,2018,10.7,3.75
Maldives,MDV,2019,12.23,6.8
Malta,MLT,1965,39.84,2.6
Malta,MLT,1967,29.8,2.71
Malta,MLT,1968,37.28,3.04
Malta,MLT,1969,43.6,4.97
Malta,MLT,1970,36.24,1.93
Malta,MLT,1971,45.56,3.56
Malta,MLT,1972,26.9,0.53
Malta,MLT,1973,37.03,1.06
Malta,MLT,1974,37.13,2.8
Malta,MLT,1975,54.63,1.34
Malta,MLT,1976,48.58,5.82
Malta,MLT,1977,39.09,4.07
Malta,MLT,1978,50.15,2.14
Malta,MLT,1979,50.64,4.78
Malta,MLT,1980,51.21,4.97
Malta,MLT,1981,57.69,6.65
Malta,MLT,1982,48.61,6.17
Malta,MLT,1983,52.77,7.82
Malta,MLT,1984,50.49,5.75
Malta,MLT,1985,58.6,2.96
Malta,MLT,1986,53.89,5.69
Malta,MLT,1987,54.17,2.34
Malta,MLT,1988,40.04,5.49
Malta,MLT,1989,52.91,4.81
Malta,MLT,1990,47.87,3.57
Malta,MLT,1991,48.53,2.72
Malta,MLT,1992,51.85,5.56
Malta,MLT,1993,50.72,6.5
Malta,MLT,1994,47.65,6.84
Malta,MLT,1995,53.01,3.15
Malta,MLT,1996,57.95,7.51
Malta,MLT,1997,46.56,4.87
Malta,MLT,1998,38.42,7.08
Malta,MLT,1999,44.49,5.4
Malta,MLT,2000,40.08,9.05
Malta,MLT,2001,46.4,6.66
Malta,MLT,2002,47.06,4.74
Malta,MLT,2003,41.89,6.23
Malta,MLT,2004,39.46,4.67
Malta,MLT,2005,37.12,5.02
Malta,MLT,2006,39.78,5.38
Malta,MLT,2007,33.62,6.65
Malta,MLT,2008,40.95,5.52
Malta,MLT,2009,38.73,7.24
Malta,MLT,2010,36.04,9.61
Malta,MLT,2011,35.88,8.69
Malta,MLT,2012,39.54,8.96
Malta,MLT,2013,30.82,8.71
Malta,MLT,2014,37.2,6.06
Malta,MLT,2015,36.99,9.21
Malta,MLT,2016,31.9,11.17
Malta,MLT,2017,30.26,10.54
Martinique,MTQ,1970,12.3,3.91
Martinique,MTQ,1971,6.99,2.81
Martinique,MTQ,1974,8.84,1.41
Martinique,MTQ,1975,17.97,1.99
Martinique,MTQ,1981,16.98,2.48
Martinique,MTQ,1982,6.98,2.66
Martinique,MTQ,1985,10.93,6.37
Martinique,MTQ,2000,13.04,3.98
Martinique,MTQ,2001,11.11,3.83
Martinique,MTQ,2002,12.88,2.11
Martinique,MTQ,2003,14.38,4.5
Martinique,MTQ,2004,11.96,4.41
Martinique,MTQ,2005,12.39,4.31
Martinique,MTQ,2006,18.07,6.55
Martinique,MTQ,2007,12.21,6.85
Martinique,MTQ,2008,9.51,7.56
Martinique,MTQ,2009,11.87,6.64
Martinique,MTQ,2010,13.56,7.88
Martinique,MTQ,2011,12.41,4.82
Martinique,MTQ,2013,12.9,7.06
Martinique,MTQ,2014,9.15,5.01
Martinique,MTQ,2015,13.07,5.15
Martinique,MTQ,2016,12.93,4.57
Mauritius,MUS,1961,9.77,1.68
Mauritius,MUS,1962,8.67,1.22
Mauritius,MUS,1963,6.62,1.48
Mauritius,MUS,1964,8.55,1.8
Mauritius,MUS,1965,3.23,0.47
Mauritius,MUS,1966,8.92,3.08
Mauritius,MUS,1967,8.36,2.3
Mauritius,MUS,1968,13.29,2.18
Mauritius,MUS,1969,12.73,0.91
Mauritius,MUS,1970,12.51,4.24
Mauritius,MUS,1971,9.41,3.43
Mauritius,MUS,1972,16.43,2.6
Mauritius,MUS,1973,21.7,2.96
Mauritius,MUS,1974,7.61,3.86
Mauritius,MUS,1975,13.88,3.06
Mauritius,MUS,1976,15.87,2.45
Mauritius,MUS,1977,10.14,4.73
Mauritius,MUS,1978,15.19,3.4
Mauritius,MUS,1979,22.48,6.22
Mauritius,MUS,1980,24.63,2.2
Mauritius,MUS,1981,36.5,5.05
Mauritius,MUS,1982,23.84,3.9
Mauritius,MUS,1983,17.63,3.61
Mauritius,MUS,1984,22.51,4.81
Mauritius,MUS,1985,23.98,4.8
Mauritius,MUS,1986,20.82,4.46
Mauritius,MUS,1987,16.49,4.83
Mauritius,MUS,1988,24.22,7.09
Mauritius,MUS,1989,21.92,5.77
Mauritius,MUS,1990,19.13,4.97
Mauritius,MUS,1991,22.06,5.52
Mauritius,MUS,1992,20.37,3.76
Mauritius,MUS,1993,17.85,4.13
Mauritius,MUS,1994,17.28,5.02
Mauritius,MUS,1995,20.28,4.89
Mauritius,MUS,1996,19.61,3.98
Mauritius,MUS,1997,14.66,3.72
Mauritius,MUS,1998,19.35,5.61
Mauritius,MUS,1999,16.72,5.43
Mauritius,MUS,2000,14.88,4.38
Mauritius,MUS,2001,23.56,4.97
Mauritius,MUS,2002,18.54,5.8
Mauritius,MUS,2003,22.44,6.48
Mauritius,MUS,2004,19.95,5.76
Mauritius,MUS,2005,15.86,6.31
Mauritius,MUS,2006,19.94,5.54
Mauritius,MUS,2007,17.45,5.19
Mauritius,MUS,2008,22.89,5.61
Mauritius,MUS,2009,19.42,6.08
Mauritius,MUS,2010,18.06,5.47
Mauritius,MUS,2011,17.55,4.98
Mauritius,MUS,2012,18.52,5.46
Mauritius,MUS,2013,19.17,5.17
Mauritius,MUS,2014,19.43,4.45
Mauritius,MUS,2015,16.57,6.39
Mauritius,MUS,2016,18.4,3.66
Mauritius,MUS,2017,14.62,5.09
Mauritius,MUS,2018,12.5,5.67
Mauritius,MUS,2019,16.01,5.52
Mauritius,MUS,2020,12.46,4.67
Mayotte,MYT,2012,9.59,4.24
Mayotte,MYT,2013,1.44,4
Mayotte,MYT,2014,9.06,1.56
Mayotte,MYT,2015,7.98,5.03
Mayotte,MYT,2016,11.39,1.62
Mexico,MEX,1955,4.11,2.64
Mexico,MEX,1956,4.77,2.94
Mexico,MEX,1957,5.11,3.31
Mexico,MEX,1958,6.22,3.34
Mexico,MEX,1959,6.23,4.02
Mexico,MEX,1960,6.68,3.7
Mexico,MEX,1961,6.35,3.85
Mexico,MEX,1962,6.02,3.51
Mexico,MEX,1963,6.28,3.75
Mexico,MEX,1964,6.73,3.7
Mexico,MEX,1965,7.46,3.86
Mexico,MEX,1966,7.31,4.19
Mexico,MEX,1967,8.35,4.26
Mexico,MEX,1968,7.87,4.04
Mexico,MEX,1969,8.08,4.19
Mexico,MEX,1970,8.52,4.4
Mexico,MEX,1971,8.78,4.6
Mexico,MEX,1972,8.98,4.67
Mexico,MEX,1973,9.07,4.69
Mexico,MEX,1974,9.49,4.07
Mexico,MEX,1975,10.3,4.2
Mexico,MEX,1976,10.76,4.52
Mexico,MEX,1977,10.89,4.76
Mexico,MEX,1978,12.15,4.61
Mexico,MEX,1979,13.19,5.15
Mexico,MEX,1980,12.37,5.1
Mexico,MEX,1981,14.45,5.62
Mexico,MEX,1982,15.01,5.42
Mexico,MEX,1983,16.33,6.77
Mexico,MEX,1984,15.04,5.89
Mexico,MEX,1985,17.03,6.59
Mexico,MEX,1986,17.64,6.83
Mexico,MEX,1987,18.68,6.82
Mexico,MEX,1988,18.95,6.9
Mexico,MEX,1989,19.91,6.77
Mexico,MEX,1990,18.6,6.89
Mexico,MEX,1991,18.81,6.89
Mexico,MEX,1992,18.58,6.97
Mexico,MEX,1993,19.61,6.78
Mexico,MEX,1994,18.8,7.12
Mexico,MEX,1995,18.76,6.89
Mexico,MEX,1996,16.32,6.23
Mexico,MEX,1997,16.65,6.53
Mexico,MEX,1998,15.84,6.07
Mexico,MEX,1999,15.76,6
Mexico,MEX,2000,14.92,5.79
Mexico,MEX,2001,14.87,5.56
Mexico,MEX,2002,14.81,5.8
Mexico,MEX,2003,14.5,5.58
Mexico,MEX,2004,14.04,5.6
Mexico,MEX,2005,14.1,5.37
Mexico,MEX,2006,12.94,5.39
Mexico,MEX,2007,11.82,4.98
Mexico,MEX,2008,11.75,4.93
Mexico,MEX,2009,11.08,4.75
Mexico,MEX,2010,10.71,4.74
Mexico,MEX,2011,10.11,4.71
Mexico,MEX,2012,9.47,4.22
Mexico,MEX,2013,9.2,4.37
Mexico,MEX,2014,9.1,4.41
Mexico,MEX,2015,8.95,4.41
Mexico,MEX,2016,8.74,4.43
Mexico,MEX,2017,8.47,4.36
Mexico,MEX,2018,7.92,4.32
Mexico,MEX,2019,7.7,4.07
